Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,134.000,1.585,0.729,1.011,1.303,1.794,2.430,3.032,6.173,15.302,0.631
5,123.000,1.464,0.751,0.929,1.139,1.750,2.358,2.838,4.668,14.962,0.683
10,128.000,1.345,0.736,0.870,1.019,1.793,1.950,2.110,3.054,16.938,0.743
15,161.400,1.102,0.722,0.843,0.904,1.032,1.797,1.923,2.544,10.540,0.907
20,156.000,1.352,0.762,0.897,1.047,1.729,2.091,2.410,3.215,17.577,0.739
25,132.400,1.410,0.732,0.913,1.045,1.789,2.071,2.416,5.475,11.939,0.709
30,102.200,1.650,0.868,1.019,1.220,2.079,2.594,3.302,5.467,7.079,0.606
35,109.600,1.572,0.859,1.011,1.175,1.879,2.527,3.314,5.289,8.355,0.636
40,119.200,1.442,0.823,0.964,1.076,1.812,2.287,2.784,6.154,10.949,0.694
45,136.800,1.276,0.783,0.914,1.016,1.649,2.022,2.282,3.336,4.302,0.784
50,122.400,1.520,0.762,0.940,1.128,1.830,2.370,2.772,5.257,23.294,0.658
55,106.600,1.682,0.767,0.987,1.755,2.033,2.455,2.889,4.638,10.181,0.595
