Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,100.000,1.959,0.987,1.324,1.514,2.131,2.752,3.579,8.224,53.329,0.510
5,101.000,1.977,0.915,1.160,1.871,2.243,2.668,2.988,3.889,74.973,0.506
10,104.400,1.707,0.930,1.105,1.445,2.158,2.548,2.870,3.652,7.122,0.586
15,118.800,1.466,0.910,1.073,1.173,1.904,2.256,2.424,3.039,10.610,0.682
20,112.600,1.803,0.906,1.121,1.849,2.177,2.531,2.681,5.663,15.604,0.555
25,106.800,1.716,0.946,1.107,1.851,2.107,2.395,2.604,3.356,7.694,0.583
30,132.800,1.428,0.900,1.064,1.135,1.914,2.266,2.455,2.724,2.971,0.700
35,122.600,1.417,0.898,1.057,1.122,1.481,2.383,2.654,3.211,4.731,0.706
40,140.600,1.335,0.906,1.043,1.118,1.338,2.085,2.273,2.933,5.905,0.749
45,111.800,1.601,0.901,1.056,1.205,2.108,2.362,2.594,3.182,16.188,0.624
50,133.800,1.394,0.906,1.055,1.124,1.463,2.184,2.369,3.188,16.505,0.717
55,125.000,1.604,0.957,1.107,1.311,2.041,2.351,2.573,2.839,3.196,0.624
