Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,13.000,1.697,1.069,1.404,1.637,1.800,2.054,2.458,4.228,4.228,0.589
5,10.400,1.779,1.156,1.509,1.711,1.934,2.167,2.678,3.314,3.314,0.562
10,11.200,1.781,1.168,1.572,1.758,1.992,2.194,2.369,2.875,2.875,0.562
15,12.000,1.772,1.042,1.453,1.629,1.767,2.479,3.608,5.919,5.919,0.564
20,10.800,1.821,1.099,1.518,1.759,1.948,2.568,3.035,3.392,3.392,0.549
25,11.800,1.878,1.116,1.569,1.695,2.024,2.755,3.225,3.425,3.425,0.533
30,12.200,1.796,1.111,1.407,1.592,2.039,2.446,3.161,3.469,3.469,0.557
35,12.800,1.825,1.171,1.435,1.602,2.061,3.009,3.136,3.534,3.534,0.548
40,8.400,1.855,1.083,1.259,1.650,2.188,2.966,3.354,4.167,4.167,0.539
45,9.400,1.884,1.352,1.552,1.744,1.947,2.170,3.563,4.290,4.290,0.531
50,11.600,1.813,1.279,1.611,1.778,2.030,2.236,2.270,2.575,2.575,0.552
55,9.400,2.607,1.287,1.800,2.837,3.286,3.511,3.560,3.863,3.863,0.384
