Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,188,188.000,1462,2129,4076,5310,6400,11673,14455,21413,22637
1,333,333.000,419,1062,2154,2953,3594,6626,8524,14806,27543
2,410,410.000,371,884,1776,2427,3014,5574,7146,9954,17529
3,318,318.000,469,1457,1990,3139,4295,6310,7654,13887,16428
4,287,287.000,737,1481,2407,3462,4339,7736,9457,18318,26601
5,305,305.000,480,1234,2447,3260,3845,7604,9287,12569,19781
6,400,400.000,382,1014,1761,2481,3365,4645,7029,9936,18824
7,411,411.000,353,919,1993,2418,3273,4131,6917,8759,16602
8,292,292.000,378,1236,2138,3416,4833,7720,9568,16784,22164
9,243,243.000,611,1694,2825,4096,5890,8399,9913,16242,17670
10,225,225.000,386,1772,3174,4430,6787,8422,9100,15840,16867
11,400,400.000,379,954,1862,2501,3225,5077,7007,10163,25743
12,428,428.000,357,833,1862,2310,3074,4076,6130,10545,25057
13,437,437.000,408,795,1833,2280,2863,4627,6820,9983,17827
14,398,398.000,409,958,1937,2493,3214,4607,6814,10904,16641
15,406,406.000,398,910,2025,2448,3154,5166,7126,8356,15272
16,304,304.000,425,1249,2244,3278,4429,7388,8786,12888,18110
17,346,346.000,484,1039,1956,2860,3897,6561,7243,12233,13269
18,281,281.000,407,1441,2122,3539,4947,7985,9171,16232,19393
19,386,386.000,364,928,2078,2601,3340,4982,7751,9696,18255
20,217,217.000,530,1836,2662,4567,7443,9364,10747,18625,21991
21,287,287.000,391,1133,2444,3462,4012,8170,9981,16746,18175
22,273,273.000,351,1338,2539,3690,5038,8050,9364,16724,20773
23,369,369.000,413,963,2021,2646,3358,5769,7912,10560,13842
24,304,304.000,416,1193,2436,3281,4208,7269,8387,15925,17277
25,342,342.000,331,970,2180,2933,3486,6828,8543,16993,18876
26,420,420.000,369,853,1911,2356,3233,4315,6938,9658,15500
27,263,263.000,433,1129,2382,3788,4538,8753,10765,18403,19688
28,369,369.000,355,911,2134,2698,3516,6792,7756,10157,11604
29,375,375.000,351,938,2208,2664,3532,5182,7333,10545,17595
30,252,252.000,482,1756,2218,3941,6612,8192,9101,15775,17062
31,269,269.000,431,1206,2312,3710,5214,8808,9876,18258,18671
32,386,386.000,388,872,1871,2583,3236,6713,8222,10969,18368
33,304,304.000,376,960,2131,3272,4080,7614,8757,15941,18417
34,420,420.000,412,944,1898,2369,3461,4158,5742,9093,12274
35,338,338.000,432,1038,2059,2955,3750,6888,8755,10122,17161
36,265,265.000,423,1326,2447,3763,5043,8782,10006,20736,22784
37,280,280.000,356,1064,2455,3552,4016,8093,10058,17775,61936
38,356,356.000,418,1001,2108,2812,3724,5724,8491,11580,25427
39,253,253.000,423,1146,2443,3924,4878,9865,11806,21865,25229
40,335,335.000,409,989,2094,2972,3754,7022,8916,11838,23264
41,254,254.000,403,1202,2475,3928,4958,8995,10790,18481,25216
42,323,323.000,447,1143,2249,3095,3948,6500,8149,16698,18718
43,155,155.000,724,2112,5598,6399,8691,12570,18290,24922,34651
44,320,320.000,404,1149,2255,3136,4085,7045,8294,15701,18741
45,305,305.000,399,1052,2201,3254,4122,7579,9005,14924,19204
46,352,352.000,415,1003,2352,2823,3654,5460,7749,11285,16696
47,411,411.000,385,955,2046,2425,3391,4137,7383,8387,12870
48,360,360.000,346,972,1888,2777,3457,5593,8484,18657,22813
49,184,184.000,674,2021,5472,5409,8056,9976,11298,19393,19712
50,268,268.000,381,1332,2377,3723,4173,8086,12336,24375,30097
51,446,446.000,376,895,1617,2231,3305,4028,5260,7705,8983
52,348,348.000,435,1079,2056,2873,3864,6782,7833,9488,15307
53,269,269.000,380,1589,2067,3712,6077,8185,9312,15869,16222
54,347,347.000,368,1001,1897,2858,3699,7129,8065,9503,10334
55,364,364.000,316,912,1946,2738,3193,6508,8166,15734,18116
56,371,371.000,320,904,1994,2696,3400,5854,7854,14672,23236
57,482,482.000,361,835,1819,2058,2955,3689,4125,7081,15286
58,275,275.000,371,1603,1956,3652,5881,7772,8754,14917,15393
59,378,378.000,305,838,1941,2612,3364,6280,7018,9086,16094
