Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,147.000,4.039,1.393,2.653,3.595,5.135,6.278,7.388,12.021,20.191,0.248
5,195.600,3.231,1.040,2.144,2.829,3.850,5.459,6.313,7.477,15.369,0.309
10,205.400,3.205,1.464,2.142,2.756,3.799,5.591,6.188,7.303,16.002,0.312
15,194.600,3.296,1.125,2.216,2.858,3.683,5.698,6.584,7.870,10.132,0.303
20,215.600,2.953,1.303,2.152,2.714,3.250,4.209,5.820,7.973,14.054,0.339
25,214.800,2.922,1.220,2.166,2.715,3.217,3.662,5.530,8.174,19.604,0.342
30,208.400,3.054,1.069,2.149,2.798,3.394,4.894,6.040,7.232,12.347,0.327
35,246.000,2.670,1.113,2.118,2.647,3.135,3.420,3.552,5.015,9.863,0.374
40,196.000,3.237,1.547,2.217,2.810,3.504,5.673,6.689,7.899,10.372,0.309
45,213.600,3.019,1.041,2.144,2.768,3.323,4.488,6.105,8.110,10.335,0.331
50,190.600,3.365,1.056,2.312,2.936,3.562,5.562,7.102,9.584,20.898,0.297
55,206.400,3.106,1.122,2.170,2.759,3.396,5.247,6.296,7.760,16.835,0.322
