Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,13.400,1.011,0.363,0.502,0.676,1.416,1.788,2.321,3.310,3.310,0.989
5,20.600,0.676,0.280,0.380,0.418,0.493,0.842,0.917,9.166,10.977,1.479
10,20.000,0.463,0.293,0.348,0.373,0.472,0.689,0.770,2.749,2.749,2.159
15,11.200,0.591,0.261,0.388,0.568,0.775,0.822,0.995,1.581,1.581,1.693
20,17.800,0.510,0.302,0.358,0.390,0.450,0.751,0.960,3.178,3.178,1.959
25,17.800,0.496,0.293,0.377,0.407,0.539,0.726,0.871,2.563,2.563,2.016
30,16.200,0.523,0.336,0.387,0.424,0.511,0.783,1.047,2.445,2.445,1.910
35,16.800,0.489,0.285,0.367,0.407,0.534,0.816,0.867,1.110,1.110,2.045
40,20.400,0.436,0.326,0.370,0.407,0.456,0.551,0.592,0.815,1.051,2.296
45,17.400,0.474,0.315,0.386,0.415,0.494,0.747,0.851,0.949,0.949,2.108
50,13.200,0.693,0.343,0.403,0.451,0.701,0.935,0.995,8.996,8.996,1.442
55,15.800,0.593,0.301,0.399,0.453,0.802,1.036,1.092,1.304,1.304,1.687
