Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,9.600,1.581,0.505,0.883,1.222,1.819,2.789,4.380,5.470,5.470,0.633
5,11.800,1.188,0.446,0.573,1.015,1.280,2.709,3.355,4.133,4.133,0.842
10,11.000,0.677,0.408,0.495,0.524,0.959,1.101,1.272,1.674,1.674,1.476
15,10.800,0.966,0.415,0.524,0.787,1.025,1.307,2.988,5.221,5.221,1.035
20,10.800,1.117,0.402,0.472,0.558,1.001,2.125,5.812,9.171,9.171,0.895
25,16.600,0.597,0.323,0.413,0.447,0.568,1.004,1.190,3.025,3.025,1.675
30,11.800,0.485,0.363,0.404,0.440,0.498,0.606,0.891,1.011,1.011,2.062
35,12.400,0.782,0.367,0.419,0.513,0.876,1.082,1.163,9.416,9.416,1.279
40,10.000,0.639,0.359,0.427,0.486,0.683,0.996,1.066,3.805,3.805,1.565
45,12.600,0.494,0.355,0.403,0.440,0.517,0.603,0.634,2.335,2.335,2.025
50,12.800,0.669,0.354,0.432,0.513,0.863,1.163,1.297,1.585,1.585,1.495
55,11.000,0.539,0.349,0.400,0.441,0.528,0.988,1.113,1.723,1.723,1.854
