Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,162.000,1.217,0.613,0.795,0.945,1.256,1.721,2.061,5.170,19.436,0.822
5,206.200,0.955,0.577,0.699,0.770,1.106,1.564,1.715,1.921,12.024,1.047
10,193.000,0.997,0.576,0.688,0.755,1.209,1.547,1.770,3.416,11.690,1.003
15,196.400,0.934,0.581,0.675,0.731,1.166,1.604,1.754,1.993,2.931,1.070
20,185.600,0.968,0.596,0.694,0.772,1.216,1.544,1.707,2.365,3.638,1.033
25,178.600,1.035,0.605,0.735,0.841,1.272,1.610,1.796,2.389,10.409,0.967
30,150.000,1.152,0.613,0.748,0.843,1.052,1.819,2.170,6.273,23.255,0.868
35,116.400,1.667,0.758,0.901,1.083,2.012,2.610,3.549,7.921,31.155,0.600
40,111.200,1.495,0.789,0.932,1.129,1.812,2.079,2.348,3.342,35.345,0.669
45,174.400,1.096,0.729,0.843,0.915,1.026,1.956,2.109,2.453,4.597,0.912
50,112.600,1.517,0.742,0.881,1.004,1.813,2.489,3.303,6.574,22.898,0.659
55,173.600,1.049,0.732,0.843,0.906,0.996,1.420,1.954,2.891,12.806,0.953
