Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,140.800,4.415,1.460,2.557,3.444,5.301,7.609,10.691,16.066,23.066,0.227
5,201.600,3.196,0.964,2.041,2.625,3.456,5.763,6.860,8.601,17.021,0.313
10,190.800,3.359,0.949,2.162,2.853,4.070,5.857,6.670,8.829,15.923,0.298
15,183.200,3.530,1.403,2.269,3.000,4.304,6.211,6.948,8.722,13.491,0.283
20,175.800,3.685,1.079,2.314,3.060,4.758,6.390,7.275,8.399,10.053,0.271
25,180.200,3.645,1.072,2.310,2.919,4.282,6.701,7.918,9.443,28.785,0.274
30,180.600,3.594,1.384,2.295,3.019,4.370,6.222,7.312,9.527,14.595,0.278
35,137.400,4.628,1.594,2.920,4.321,6.012,7.397,8.451,10.143,20.247,0.216
40,181.000,3.569,1.131,2.325,3.010,4.195,6.011,7.112,9.597,14.003,0.280
45,186.800,3.537,1.351,2.313,2.979,3.898,6.490,7.475,9.111,10.061,0.283
50,146.400,4.319,1.549,2.915,4.231,5.496,6.607,7.345,9.051,9.871,0.232
55,170.400,3.838,1.420,2.340,3.122,5.101,6.883,7.813,9.083,10.557,0.261
