Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,138.800,1.527,0.652,0.931,1.265,1.660,2.087,2.624,6.883,36.691,0.655
5,201.200,1.027,0.599,0.699,0.767,1.400,1.622,1.771,1.987,8.486,0.974
10,144.600,1.187,0.634,0.772,1.124,1.487,1.713,1.818,2.570,8.900,0.842
15,156.600,1.102,0.628,0.745,0.984,1.438,1.676,1.794,2.176,5.291,0.908
20,148.000,1.176,0.644,0.758,0.887,1.698,1.802,1.883,2.120,2.410,0.850
25,140.800,1.204,0.632,0.745,0.903,1.731,1.807,1.898,2.048,2.252,0.831
30,146.400,1.169,0.619,0.764,1.190,1.485,1.694,1.790,1.993,3.738,0.856
35,167.000,1.030,0.609,0.715,0.804,1.396,1.652,1.751,1.934,6.205,0.971
40,229.800,0.808,0.588,0.670,0.710,0.777,1.274,1.438,1.693,10.897,1.238
45,162.800,1.085,0.593,0.687,0.779,1.575,1.772,1.861,2.070,8.492,0.922
50,197.800,0.892,0.627,0.735,0.788,0.890,1.383,1.489,1.673,3.511,1.122
55,133.000,1.253,0.629,0.741,1.406,1.724,1.796,1.879,2.023,2.107,0.798
