Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,160.600,1.318,0.654,0.818,0.965,1.566,1.967,2.574,5.418,16.188,0.759
5,199.800,0.940,0.650,0.744,0.801,0.956,1.455,1.585,1.957,11.094,1.064
10,229.200,0.830,0.647,0.731,0.771,0.837,0.952,1.121,1.690,8.303,1.204
15,231.600,0.791,0.632,0.707,0.745,0.805,0.880,0.979,1.710,6.747,1.265
20,216.600,0.822,0.626,0.711,0.747,0.806,0.931,1.418,1.778,11.059,1.217
25,203.800,0.921,0.654,0.754,0.793,0.851,1.316,1.768,2.104,12.366,1.085
30,225.400,0.781,0.636,0.708,0.749,0.797,0.867,0.946,1.682,2.354,1.280
35,231.400,0.784,0.629,0.711,0.752,0.797,0.852,0.945,1.601,5.493,1.276
40,224.400,0.785,0.629,0.698,0.733,0.797,0.919,1.081,1.579,2.139,1.274
45,203.400,0.845,0.636,0.704,0.743,0.802,1.183,1.638,1.934,5.167,1.184
50,208.000,0.807,0.613,0.688,0.729,0.792,0.967,1.461,1.851,3.618,1.239
55,239.000,0.757,0.616,0.680,0.718,0.773,0.838,0.918,1.685,2.069,1.321
