Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,16.200,0.868,0.351,0.431,0.534,0.716,0.910,3.290,7.112,7.112,1.153
5,15.600,0.712,0.353,0.444,0.735,0.809,0.903,1.046,2.796,2.796,1.404
10,11.000,0.859,0.332,0.445,0.721,0.878,1.006,2.069,5.758,5.758,1.164
15,14.600,0.735,0.311,0.360,0.393,0.769,0.841,0.972,8.452,8.452,1.361
20,9.800,0.745,0.259,0.642,0.786,0.825,0.927,0.936,2.038,2.038,1.343
25,11.200,0.625,0.321,0.406,0.699,0.806,0.838,0.864,0.879,0.879,1.601
30,7.200,1.061,0.382,0.743,0.793,0.861,1.074,3.114,8.163,8.163,0.943
35,14.600,0.640,0.298,0.344,0.684,0.775,0.856,0.912,3.566,3.566,1.563
40,12.400,0.604,0.315,0.364,0.652,0.785,0.814,0.908,1.225,1.225,1.655
45,11.800,0.614,0.328,0.391,0.631,0.804,0.825,0.969,1.030,1.030,1.628
50,14.600,0.552,0.304,0.348,0.453,0.766,0.811,0.884,1.029,1.029,1.810
55,13.400,0.607,0.298,0.456,0.642,0.742,0.802,0.816,0.909,0.909,1.648
