Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,180.000,5.524,0.580,2.227,3.620,7.462,11.445,14.217,24.445,153.808,0.181
5,229.600,4.335,0.486,1.418,3.079,5.234,9.705,12.012,19.260,34.306,0.231
10,225.400,4.418,0.414,1.496,3.171,5.696,9.336,12.024,19.746,30.090,0.226
15,236.600,4.207,0.366,1.681,2.822,5.566,8.877,10.723,16.814,65.650,0.238
20,237.600,4.188,0.420,1.375,2.988,5.146,9.223,11.279,19.686,34.050,0.239
25,236.800,4.210,0.396,1.305,2.800,5.262,9.524,11.725,19.348,46.260,0.238
30,221.800,4.498,0.387,1.441,2.982,5.688,9.842,12.694,21.333,33.118,0.222
35,232.400,4.292,0.393,1.608,2.796,5.873,9.222,11.160,17.592,118.023,0.233
40,276.000,3.607,0.395,1.187,2.528,4.665,7.750,10.149,17.654,39.363,0.277
45,264.600,3.769,0.385,1.268,2.658,4.855,8.230,9.913,17.000,21.213,0.265
50,249.000,4.007,0.362,1.602,2.491,5.570,8.759,10.064,16.728,32.586,0.250
55,260.000,3.831,0.343,1.671,2.532,5.194,8.397,9.688,16.092,18.587,0.261
