Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,174,174.000,1507,2291,4885,5739,7538,10530,15441,20662,26267
1,219,219.000,1056,1857,3923,4534,6639,8191,9007,15749,16581
2,304,304.000,430,1440,2027,3265,4561,6372,8421,14392,18150
3,474,474.000,363,861,1651,2110,2799,4094,5341,7937,13079
4,448,448.000,346,800,1675,2224,2709,5402,6085,12256,15107
5,276,276.000,575,1408,2681,3597,4857,6617,8935,13563,37955
6,339,339.000,384,1298,1769,2951,4527,5906,6906,11824,12098
7,436,436.000,361,812,1523,2278,2728,5413,5864,11388,13348
8,337,337.000,365,1297,1893,2958,4443,5798,6427,11885,13633
9,353,353.000,324,1310,1681,2829,3991,5697,6229,11746,12010
10,515,515.000,345,714,1440,1932,2616,3829,5671,8844,11749
11,247,247.000,805,1584,2364,4035,6105,7327,8559,13741,19260
12,322,322.000,343,1370,1807,3101,4551,6792,7956,13736,16471
13,323,323.000,297,1328,2015,3092,4512,6103,7583,12672,14009
14,297,297.000,650,1393,1801,3351,4948,6570,7884,12363,13710
15,455,455.000,336,764,1647,2194,2711,4783,5954,11450,16468
16,402,402.000,289,1221,1613,2470,3328,5294,6196,12400,13709
17,395,395.000,327,923,1676,2524,3399,5551,6137,12129,12393
18,366,366.000,306,1215,1781,2712,3994,5812,6243,12104,12823
19,341,341.000,326,827,1897,2936,3988,6940,8130,14061,14426
20,418,418.000,313,739,1742,2388,2814,5620,6822,11446,15116
21,414,414.000,348,873,1690,2411,3212,5374,6197,8302,13275
22,483,483.000,310,752,1615,2050,2693,3879,6220,8344,12379
23,312,312.000,610,1402,1671,3201,4786,6415,7370,12857,13637
24,270,270.000,585,1585,1974,3698,5434,7819,9637,15091,16383
25,356,356.000,360,924,1967,2802,3780,6200,6960,10333,17550
26,313,313.000,344,1405,1812,3189,4605,6568,8026,13308,19126
27,290,290.000,338,1612,1921,3471,5511,8041,9097,15204,17067
28,267,267.000,639,1576,1956,3731,5607,8129,8747,13101,13429
29,295,295.000,662,1605,1993,3364,5100,7358,8824,15142,15287
30,282,282.000,322,1495,2233,3539,5474,6660,7836,13749,14808
31,244,244.000,655,1705,2402,4093,6114,7612,8802,15028,16813
32,356,356.000,324,996,1868,2815,3961,6124,7226,11090,14012
33,266,266.000,623,1490,3080,3740,5309,7029,8945,13553,13952
34,261,261.000,617,1473,3435,3814,5534,7074,8614,13632,14644
35,400,400.000,299,721,1700,2508,3096,5723,6949,12709,13349
36,358,358.000,311,1131,1640,2774,3475,6296,7521,13494,14703
37,490,490.000,305,710,1553,2037,2661,4055,5724,11200,11626
38,452,452.000,298,753,1698,2205,2813,4702,5813,7495,12899
39,330,330.000,587,1298,1582,3027,4394,5888,6602,11666,12802
40,404,404.000,288,719,1621,2473,2995,6087,7207,13294,14093
41,262,262.000,614,1555,1838,3804,5426,7332,12591,13421,14825
42,279,279.000,340,1474,1788,3590,5296,6913,11518,13631,14269
43,429,429.000,306,762,1606,2316,2779,5655,6496,11748,13678
44,410,410.000,278,757,1780,2433,2948,5907,6876,12268,13909
45,377,377.000,301,1051,1780,2657,3170,5681,6662,13849,27443
46,339,339.000,272,1051,1973,2936,4210,6177,7576,13375,16145
47,492,492.000,288,728,1736,2027,2670,3606,5634,7416,14697
48,344,344.000,296,1292,1882,2899,4129,6597,7405,13787,15382
49,376,376.000,313,825,1707,2656,3313,6209,7433,14028,14270
50,590,590.000,301,695,1601,1688,2390,2971,3214,5700,5981
51,346,346.000,286,896,1706,2899,4253,6247,7820,13755,15184
52,326,326.000,465,1122,2458,3045,4384,5878,7266,10677,15319
53,458,458.000,287,686,1592,2174,2935,4820,5609,10597,13821
54,582,582.000,268,686,1249,1712,2422,3102,4035,6426,14964
55,470,470.000,262,691,1733,2128,2696,4466,5836,9728,14831
56,475,475.000,297,689,1710,2099,2684,4351,5867,8717,16502
57,385,385.000,290,712,1765,2585,2991,6194,8105,9555,15128
58,335,335.000,318,1043,1882,2996,4296,6340,8844,12423,15552
59,287,287.000,615,1391,1680,3447,5224,6344,6945,12408,12712
