Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,12.000,2.520,0.971,1.370,1.486,2.047,2.878,10.542,26.285,26.285,0.397
5,17.600,1.699,0.942,1.273,1.500,1.886,2.570,3.216,4.688,4.688,0.589
10,15.600,1.470,1.062,1.320,1.418,1.584,1.713,1.935,3.655,3.655,0.681
15,19.400,1.714,1.032,1.329,1.519,1.755,2.286,2.603,10.529,10.529,0.583
20,13.000,1.823,1.127,1.518,1.627,1.858,2.126,2.701,7.225,7.225,0.549
25,16.800,1.571,1.080,1.392,1.511,1.674,1.846,2.038,4.541,4.541,0.637
30,19.600,1.599,0.904,1.254,1.398,1.558,1.734,2.381,7.920,7.920,0.626
35,22.600,1.348,0.905,1.203,1.329,1.478,1.606,1.643,1.772,2.690,0.742
40,18.800,1.350,0.803,1.161,1.325,1.486,1.631,1.717,2.484,2.484,0.741
45,20.600,1.263,0.864,1.082,1.209,1.365,1.493,1.593,2.542,2.781,0.792
50,23.000,1.237,0.883,1.101,1.210,1.326,1.480,1.574,1.764,1.984,0.808
55,20.000,1.206,0.836,1.070,1.186,1.307,1.405,1.548,3.057,3.057,0.829
