Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,87.400,7.259,2.196,3.964,5.510,8.869,12.788,17.886,29.559,48.731,0.138
5,130.800,4.759,1.425,2.968,3.785,5.030,8.554,10.880,16.346,34.040,0.210
10,130.200,4.828,1.397,3.152,3.897,5.417,8.792,10.525,13.946,18.277,0.207
15,165.600,3.727,1.395,2.706,3.403,4.174,5.278,6.867,9.660,15.548,0.268
20,154.000,4.309,1.448,2.921,3.707,4.664,7.258,9.271,13.353,18.054,0.232
25,160.000,4.120,1.730,2.926,3.696,4.498,6.437,8.158,11.072,16.932,0.243
30,150.000,4.241,1.943,2.851,3.583,4.349,6.447,8.760,14.893,73.688,0.236
35,161.600,4.012,1.561,2.985,3.718,4.476,5.466,6.991,10.390,20.107,0.249
40,164.800,3.930,1.422,2.873,3.576,4.338,5.630,7.282,10.199,24.239,0.254
45,128.000,5.139,1.588,3.117,4.174,5.746,9.021,11.250,18.558,57.795,0.195
50,137.600,4.738,1.973,3.133,4.013,5.043,7.984,9.983,15.039,19.604,0.211
55,156.000,4.189,1.464,2.994,3.776,4.585,6.295,8.297,11.347,20.397,0.239
