Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,158.600,1.220,0.623,0.777,0.981,1.455,1.796,2.002,3.928,28.137,0.819
5,151.400,1.236,0.595,0.748,1.292,1.501,1.686,1.797,3.358,10.828,0.809
10,175.600,1.053,0.565,0.715,0.978,1.333,1.520,1.620,1.793,4.958,0.949
15,143.800,1.220,0.589,0.735,1.286,1.510,1.703,1.848,2.576,10.581,0.820
20,160.600,1.126,0.581,0.701,0.870,1.519,1.682,1.755,1.959,14.337,0.888
25,164.200,1.065,0.592,0.690,0.795,1.463,1.677,1.777,1.926,7.165,0.939
30,189.600,0.965,0.592,0.681,0.741,1.293,1.591,1.718,2.022,9.072,1.036
35,193.600,0.948,0.622,0.733,0.781,0.880,1.713,1.825,2.046,3.234,1.055
40,194.400,0.924,0.624,0.706,0.760,0.894,1.488,1.633,1.934,11.029,1.083
45,164.600,1.118,0.595,0.690,0.812,1.562,1.753,1.792,1.993,7.175,0.894
50,154.000,1.042,0.589,0.678,1.004,1.313,1.497,1.680,2.078,6.722,0.959
55,139.800,1.200,0.588,0.688,1.317,1.581,1.760,1.794,2.011,5.364,0.834
