Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,14.000,1.017,0.406,0.690,0.895,1.144,1.716,2.287,3.713,3.713,0.983
5,11.200,0.969,0.454,0.548,0.762,1.144,1.449,2.554,5.322,5.322,1.032
10,13.200,0.758,0.396,0.504,0.706,0.882,0.992,1.089,2.878,2.878,1.319
15,11.400,0.968,0.387,0.638,0.814,0.933,1.164,1.953,6.530,6.530,1.034
20,12.400,0.815,0.376,0.472,0.804,0.876,0.930,1.036,4.991,4.991,1.228
25,12.400,0.608,0.374,0.407,0.496,0.804,0.906,0.917,1.056,1.056,1.645
30,12.600,0.636,0.284,0.394,0.462,0.816,0.883,0.995,3.706,3.706,1.573
35,16.400,0.648,0.311,0.381,0.425,0.774,0.839,0.892,5.558,5.558,1.543
40,11.000,0.680,0.328,0.419,0.535,0.792,0.997,1.084,4.372,4.372,1.471
45,14.000,0.518,0.324,0.377,0.439,0.682,0.809,0.834,1.079,1.079,1.932
50,16.000,0.509,0.301,0.359,0.394,0.614,0.921,1.056,1.127,1.127,1.963
55,11.800,0.567,0.277,0.367,0.477,0.788,0.818,0.904,1.053,1.053,1.764
