Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,121.000,1.719,0.816,0.972,1.126,1.877,2.922,3.856,6.576,58.543,0.582
5,142.400,1.400,0.786,0.921,1.037,1.425,2.133,2.838,5.464,17.599,0.714
10,193.600,1.040,0.769,0.867,0.929,1.025,1.187,1.597,2.703,8.945,0.962
15,199.400,0.932,0.706,0.803,0.849,0.923,1.060,1.709,2.077,6.262,1.073
20,183.000,1.069,0.694,0.814,0.892,1.086,1.639,1.825,2.339,10.794,0.935
25,179.400,1.054,0.721,0.835,0.907,1.035,1.445,1.973,3.028,5.210,0.949
30,180.600,1.045,0.727,0.837,0.890,0.980,1.688,1.817,2.167,11.750,0.957
35,168.800,1.004,0.712,0.820,0.887,1.013,1.369,1.804,2.405,4.431,0.996
40,199.400,0.958,0.668,0.779,0.834,0.930,1.154,1.669,2.089,26.540,1.044
45,186.000,0.995,0.701,0.810,0.866,0.986,1.323,1.797,2.318,4.947,1.005
50,212.600,0.882,0.671,0.766,0.810,0.889,1.019,1.243,2.037,5.405,1.134
55,219.200,0.871,0.677,0.773,0.826,0.901,1.033,1.178,1.720,2.395,1.148
