Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,227.800,4.367,0.580,1.636,3.321,5.516,8.522,11.324,22.893,34.266,0.229
5,208.000,4.790,0.480,1.993,3.061,6.815,9.742,13.895,18.989,23.642,0.209
10,216.800,4.592,0.466,1.742,2.936,6.241,10.045,12.514,18.695,40.982,0.218
15,216.600,4.595,0.479,1.931,3.101,6.375,9.690,12.115,19.231,30.059,0.218
20,200.000,4.973,0.454,1.950,3.360,7.377,10.608,13.748,19.698,24.954,0.201
25,237.800,4.186,0.419,1.530,2.922,5.326,9.138,11.097,18.527,28.169,0.239
30,182.600,5.448,0.477,2.215,3.498,7.642,11.459,15.008,22.589,50.603,0.184
35,247.000,4.030,0.425,1.254,2.753,4.886,8.756,10.802,20.504,85.090,0.248
40,210.800,4.728,0.413,1.924,2.678,7.141,9.829,12.283,18.289,21.028,0.212
45,262.000,3.806,0.352,1.198,2.448,5.076,8.682,10.231,16.683,19.255,0.263
50,277.600,3.595,0.336,1.136,2.587,4.693,7.904,9.539,15.926,20.138,0.278
55,223.200,4.465,0.384,1.889,2.684,6.856,9.946,11.224,17.856,23.248,0.224
