Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,96,96.000,1596,3585,6767,10382,11565,24204,35668,78668,78668
1,140,140.000,1857,3108,6471,7102,10199,12162,13980,18996,22070
2,147,147.000,1088,2719,4920,6784,8758,12970,16091,32763,37176
3,183,183.000,690,2135,3552,5520,8683,11601,14856,24353,24588
4,257,257.000,741,2041,2750,3813,4443,8225,9931,17837,22868
5,145,145.000,993,2458,5726,6902,8717,14807,18417,24911,27253
6,299,299.000,521,1307,2575,3303,4375,7053,8623,14973,16164
7,221,221.000,516,1599,2950,4539,6930,9737,11337,17386,26046
8,329,329.000,452,1201,2350,3002,4252,5829,7542,8789,22655
9,237,237.000,511,1422,2697,4194,5328,7423,9454,13751,123602
10,251,251.000,427,1403,2992,3973,5245,8288,9940,17696,22183
11,198,198.000,437,2019,2922,5033,7469,11010,13990,22627,22903
12,237,237.000,576,1528,2997,4206,5637,9377,11000,18088,20727
13,208,208.000,496,1913,2881,4787,6721,10124,12207,25624,28191
14,320,320.000,478,1159,2215,3102,4302,7089,8678,11902,19610
15,329,329.000,432,1176,2408,3018,4095,5635,7929,13079,18672
16,249,249.000,530,1480,3013,3991,5003,9108,10997,18647,20480
17,207,207.000,491,1929,3339,4811,6730,9930,12819,20623,23120
18,251,251.000,484,1217,2920,3961,4429,7796,13603,19981,48393
19,294,294.000,440,1206,2616,3407,4122,7695,9879,19079,19670
20,335,335.000,434,1128,2226,2961,3899,6243,7742,12026,18838
21,268,268.000,406,1302,2514,3700,4928,8345,9595,16903,19006
22,255,255.000,404,1422,3020,3901,4895,8778,11083,17426,19705
23,274,274.000,422,1168,2550,3607,4771,7751,9733,11889,22382
24,239,239.000,414,1334,2915,4174,5519,8997,11155,17645,23240
25,269,269.000,458,1267,2724,3699,5106,8305,9954,11128,18014
26,193,193.000,506,2005,3051,5185,7650,10746,14737,19036,28682
27,206,206.000,365,1839,3014,4806,6442,11017,13057,22675,26359
28,383,383.000,420,1061,2114,2593,3691,4668,7079,9440,11610
29,366,366.000,371,1047,1967,2725,3820,4906,7487,11580,16041
30,419,419.000,369,1034,2017,2386,3613,4529,4874,7140,10697
31,300,300.000,346,1092,2427,3316,4171,7126,9880,17363,20924
32,358,358.000,377,1082,2361,2926,3765,4802,7171,10773,96103
33,180,180.000,434,2158,2901,5277,7611,11079,17605,19833,23910
34,307,307.000,405,1111,2400,3236,4194,7242,9293,12699,18672
35,273,273.000,409,1180,2704,3657,4247,7808,10627,18233,29944
36,251,251.000,453,1281,2777,3968,4639,9399,11765,16734,18961
37,279,279.000,413,1130,2347,3594,4838,8203,9701,18069,19754
38,340,340.000,374,1074,2178,2922,3840,6675,8098,10630,17847
39,392,392.000,362,1034,1649,2538,3319,4746,7201,11402,16763
40,290,290.000,397,1157,2418,3439,4423,7433,9475,11546,18229
41,321,321.000,367,1068,2203,3118,4191,7426,9187,11718,16425
42,417,417.000,348,1075,1285,2383,3574,4638,5013,7853,8640
43,394,394.000,367,1068,2401,2527,3552,4679,5082,7447,11474
44,389,389.000,367,1090,1659,2566,3781,4782,5293,7683,14553
45,363,363.000,378,1075,2051,2740,3832,4987,7246,9925,15495
46,327,327.000,396,1113,2195,3058,3948,6901,8780,15508,16411
47,271,271.000,327,1171,2518,3679,4550,8049,10667,18023,20214
48,395,395.000,392,1057,2142,2514,3813,4657,5277,7626,9575
49,326,326.000,380,1149,2429,3065,4221,5480,7985,10842,23479
50,320,320.000,360,1166,2516,3106,3821,7209,8031,17952,20880
51,257,257.000,392,1342,3096,3890,4909,8231,10086,13134,22269
52,339,339.000,363,1083,2182,2938,4000,5897,8359,11694,17551
53,360,360.000,312,1066,2416,2763,3631,4693,7004,16145,19550
54,367,367.000,318,1089,2131,2719,3722,4773,7153,12237,19828
55,361,361.000,389,1123,2147,2758,3578,4962,7091,10527,23347
56,265,265.000,399,1182,2876,3756,4476,7216,8018,17456,94292
57,272,272.000,393,1223,2851,3679,4619,7603,10694,17228,22676
58,369,369.000,371,1122,1982,2687,3796,5170,6166,10151,18576
59,286,286.000,368,1281,2968,3461,4310,7228,8359,16239,20042
