Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,66.000,3.106,1.152,1.769,2.579,3.405,5.362,7.103,9.728,26.238,0.322
5,120.400,1.450,0.929,1.108,1.199,1.379,2.207,2.543,3.912,12.584,0.689
10,126.000,1.243,0.902,1.055,1.121,1.256,1.455,1.988,3.101,8.054,0.804
15,134.200,1.354,0.904,1.058,1.126,1.244,2.079,2.445,3.105,17.762,0.738
20,90.000,1.661,0.859,1.095,1.270,1.953,2.475,3.006,6.411,16.664,0.602
25,85.800,1.991,0.957,1.123,1.922,2.564,3.153,3.649,5.466,7.357,0.502
30,125.400,1.498,0.919,1.075,1.147,1.379,2.613,3.026,4.748,14.292,0.668
35,117.600,1.711,0.916,1.110,1.268,2.005,2.843,3.779,5.920,10.577,0.585
40,148.000,1.241,0.894,1.042,1.111,1.222,1.635,2.043,2.903,10.846,0.806
45,164.800,1.249,0.897,1.026,1.102,1.225,1.924,2.186,2.746,3.448,0.800
50,140.000,1.291,0.924,1.046,1.120,1.271,1.921,2.187,2.636,17.930,0.775
55,162.600,1.156,0.904,1.014,1.067,1.154,1.312,1.991,2.465,4.008,0.865
