Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,302.800,3.285,0.412,1.243,2.362,4.105,7.055,8.652,15.750,34.706,0.304
5,426.600,2.332,0.372,0.917,1.916,3.213,4.100,6.940,8.631,30.516,0.429
10,369.400,2.694,0.375,0.955,2.127,3.454,6.214,7.535,10.661,21.626,0.371
15,419.800,2.367,0.378,0.919,1.967,3.280,4.171,7.086,8.394,15.266,0.422
20,448.400,2.221,0.380,0.905,1.693,3.248,4.034,4.669,7.778,10.118,0.450
25,410.400,2.428,0.361,0.927,1.967,3.308,4.210,7.356,8.907,19.448,0.412
30,385.800,2.584,0.390,0.936,2.108,3.324,4.407,7.480,11.021,23.841,0.387
35,412.200,2.419,0.359,0.933,2.004,3.316,4.249,7.178,9.172,18.925,0.413
40,396.000,2.518,0.349,0.922,1.995,3.301,4.833,7.384,9.990,18.749,0.397
45,395.400,2.520,0.340,0.925,2.155,3.390,4.372,7.240,9.417,21.075,0.397
50,444.400,2.243,0.339,0.909,1.957,3.201,4.005,4.969,7.815,10.445,0.446
55,447.800,2.225,0.326,0.880,1.914,3.044,3.867,6.464,8.356,17.165,0.449
