Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,251.600,3.952,0.484,1.489,2.684,4.906,8.322,10.864,18.516,63.576,0.253
5,442.400,2.247,0.328,0.801,1.679,2.886,4.505,6.025,10.025,24.156,0.445
10,407.200,2.443,0.322,0.844,1.817,3.084,5.318,6.457,11.490,23.995,0.409
15,473.000,2.100,0.326,0.768,1.647,2.686,3.911,5.939,10.083,21.324,0.476
20,441.800,2.254,0.335,0.821,1.776,3.002,4.434,6.454,8.321,19.746,0.444
25,420.600,2.370,0.331,0.824,1.792,3.059,4.969,6.539,10.215,27.742,0.422
30,311.400,3.202,0.379,1.049,2.235,3.846,7.110,8.911,16.526,71.553,0.312
35,417.400,2.385,0.363,0.926,1.906,3.318,4.358,7.006,8.860,14.688,0.419
40,408.000,2.443,0.343,0.917,2.103,3.351,4.338,6.894,8.591,16.423,0.409
45,339.000,2.937,0.351,1.035,2.277,3.839,6.162,7.979,11.141,25.047,0.340
50,290.200,3.433,0.363,1.095,2.476,4.240,7.739,9.375,16.066,32.686,0.291
55,328.400,3.033,0.417,0.998,2.297,3.853,6.670,8.710,14.537,31.419,0.330
