Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,225.800,4.413,0.462,1.467,2.971,5.385,9.713,12.153,21.061,34.023,0.227
5,334.200,2.975,0.436,1.139,2.360,3.947,5.898,7.947,11.668,19.636,0.336
10,322.400,3.089,0.403,1.110,2.365,4.144,6.584,7.972,10.175,97.543,0.324
15,383.000,2.599,0.327,1.057,2.240,3.715,4.637,6.914,9.135,19.810,0.385
20,331.400,3.002,0.374,1.084,2.382,4.025,6.581,7.775,10.145,20.238,0.333
25,354.000,2.815,0.369,1.054,2.299,3.894,5.277,7.225,10.326,21.018,0.355
30,350.200,2.847,0.330,1.058,2.191,3.848,5.973,7.501,10.219,20.796,0.351
35,396.000,2.518,0.326,1.044,2.246,3.669,4.559,5.078,7.530,92.096,0.397
40,341.800,2.920,0.326,1.070,2.230,3.930,6.014,7.712,11.624,40.647,0.342
45,342.400,2.910,0.339,1.107,2.312,3.859,5.290,7.694,11.823,21.351,0.344
50,394.000,2.531,0.329,1.024,2.007,3.663,4.622,5.575,9.304,18.137,0.395
55,362.400,2.748,0.344,1.056,2.321,3.923,5.020,7.088,9.450,18.287,0.364
