Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,373.200,2.666,0.347,1.039,1.825,3.327,5.689,6.987,12.124,20.350,0.375
5,299.600,3.324,0.362,1.271,2.038,4.492,6.922,9.244,16.665,23.750,0.301
10,403.400,2.471,0.323,0.832,1.763,3.195,5.869,6.621,12.430,18.211,0.405
15,317.200,3.134,0.298,1.075,1.921,4.101,6.715,8.330,15.843,48.094,0.319
20,316.600,3.148,0.346,0.990,2.020,4.020,7.192,8.629,15.757,21.405,0.318
25,323.800,3.086,0.331,0.882,1.962,3.950,7.185,8.612,15.555,20.582,0.324
30,358.400,2.780,0.310,0.932,2.060,3.446,6.277,7.834,15.650,22.668,0.360
35,330.800,3.010,0.311,0.966,2.160,3.704,6.895,8.626,17.318,29.227,0.332
40,298.000,3.394,0.374,1.020,2.238,3.851,7.606,9.180,18.011,89.968,0.295
45,311.000,3.157,0.333,0.997,2.286,3.891,7.264,9.105,15.075,36.484,0.317
50,383.400,2.599,0.338,0.984,1.996,3.462,4.764,7.643,10.202,48.968,0.385
55,327.800,3.037,0.355,1.075,2.301,4.062,6.164,8.336,12.092,29.104,0.329
