Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,182,182.000,1432,2190,4051,5514,6303,9308,14965,28429,63576
1,227,227.000,793,1409,2761,4330,4959,9258,13330,29780,35128
2,284,284.000,707,1431,2735,3496,4502,6817,8541,19107,22557
3,283,283.000,484,1212,2438,3516,4520,7568,10247,18516,22735
4,282,282.000,498,1394,2283,3533,4558,8259,10667,15477,17555
5,347,347.000,359,1005,2138,2871,3527,6197,8563,14320,21450
6,436,436.000,376,848,1511,2286,3032,4891,5942,11660,16697
7,458,458.000,359,746,1590,2161,2682,4516,5853,13254,19499
8,513,513.000,328,749,1605,1935,2623,3518,4766,6313,12242
9,458,458.000,334,751,1698,2171,2774,4289,6127,9960,24156
10,441,441.000,322,806,1837,2250,2911,4441,6101,9529,11037
11,384,384.000,443,1093,1969,2592,3083,5594,7287,11517,17861
12,396,396.000,333,811,1618,2518,3312,5824,6472,12684,16616
13,351,351.000,365,962,2003,2840,3644,5813,7549,13309,23995
14,464,464.000,346,749,1660,2138,2908,4414,5517,9288,11970
15,538,538.000,327,733,1417,1849,2409,3364,5824,6886,12393
16,512,512.000,326,771,1636,1948,2524,3318,5736,6708,13485
17,524,524.000,339,707,1388,1896,2517,3311,5877,8584,14512
18,329,329.000,354,935,1994,2996,3706,6161,8918,16079,21324
19,462,462.000,379,851,1849,2154,2841,3689,5629,10701,14204
20,392,392.000,335,886,2026,2524,3236,5263,6799,9202,19746
21,483,483.000,342,797,1627,2061,2926,3718,5324,8219,9258
22,383,383.000,379,879,1899,2616,3314,6164,6750,8771,16413
23,468,468.000,341,804,1479,2121,2926,3903,6407,7908,13801
24,483,483.000,343,813,1355,2065,2836,3574,6417,7903,11640
25,460,460.000,331,836,1735,2169,2960,3998,6434,7384,15698
26,348,348.000,339,1206,1860,2857,4155,6251,7004,12400,14337
27,501,501.000,360,805,1715,1993,2849,3528,4998,6903,9023
28,492,492.000,337,773,1708,2029,2841,3610,6032,6810,14480
29,302,302.000,359,1012,2262,3294,3766,7437,9166,16871,27742
30,337,337.000,379,988,1980,2949,3671,5941,8052,12177,59344
31,225,225.000,783,1827,3043,4446,6021,8521,10577,19144,26762
32,352,352.000,388,880,1983,2824,3390,6956,9207,16526,24990
33,327,327.000,446,1087,2329,3048,3601,5873,8077,15000,71553
34,316,316.000,400,1010,2287,3165,3837,7354,9001,11117,27070
35,444,444.000,367,879,1909,2233,3144,3982,7004,7722,10392
36,443,443.000,363,899,1875,2255,3252,3924,6006,7970,13245
37,368,368.000,417,963,2093,2699,3508,6519,7519,10324,14688
38,407,407.000,371,980,1978,2453,3571,4489,5534,8236,10095
39,425,425.000,425,954,1546,2338,3194,4375,7028,8860,10318
40,440,440.000,371,899,1958,2260,3188,4013,6867,7932,10671
41,364,364.000,398,999,2374,2734,3684,6167,7177,8375,13161
42,399,399.000,384,963,2404,2497,3447,4219,6009,8544,10809
43,406,406.000,343,905,1983,2474,3333,4246,7004,8772,16423
44,431,431.000,385,882,1783,2304,3239,4173,5748,9225,12872
45,331,331.000,353,1062,2105,2993,3809,6517,8553,12696,20616
46,304,304.000,478,1092,2682,3296,4426,7539,8319,10994,16551
47,397,397.000,424,980,2060,2495,3610,4505,7305,8451,10144
48,367,367.000,351,1032,2394,2714,3603,4657,7501,10196,25047
49,296,296.000,408,1054,2387,3374,4105,7600,9711,16158,22134
50,224,224.000,473,1569,3268,4444,6009,9519,11917,21517,32686
51,277,277.000,363,1171,2605,3592,4429,8076,10679,16594,19791
52,216,216.000,650,1572,2473,4612,6973,9375,14411,19519,31359
53,375,375.000,405,980,2352,2656,3735,4659,7511,8712,15434
54,359,359.000,414,990,2198,2781,3717,5171,8071,12382,14426
55,319,319.000,459,1095,2483,3132,4156,6421,8363,12283,23762
56,380,380.000,417,961,2237,2616,3480,4635,7471,11670,19529
57,353,353.000,420,987,2161,2822,3563,6764,8163,10153,22199
58,269,269.000,428,996,2349,3762,4157,9253,12751,19411,28497
59,321,321.000,437,1040,2291,3045,3881,5793,8681,12047,31419
