Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,13.200,1.578,0.777,1.184,1.395,1.645,2.206,2.323,8.907,8.907,0.634
5,13.000,1.437,0.680,1.188,1.373,1.608,1.943,2.136,2.602,2.602,0.696
10,15.600,1.507,0.881,1.234,1.396,1.595,1.986,2.750,3.202,3.202,0.664
15,13.000,1.431,0.881,1.183,1.373,1.525,1.843,2.056,3.341,3.341,0.699
20,14.000,1.542,0.744,1.306,1.494,1.769,2.079,2.346,3.019,3.019,0.649
25,13.400,1.655,0.887,1.255,1.561,1.985,2.123,2.491,3.360,3.360,0.604
30,17.200,1.478,0.841,1.191,1.425,1.686,1.986,2.224,3.260,3.260,0.677
35,17.000,1.426,0.862,1.183,1.334,1.527,2.080,2.262,2.436,2.436,0.701
40,15.000,1.613,0.999,1.241,1.531,1.908,2.245,2.313,3.249,3.249,0.620
45,14.800,1.653,0.830,1.245,1.572,2.021,2.430,2.555,3.089,3.089,0.605
50,16.800,1.425,0.923,1.107,1.293,1.513,2.029,2.474,3.875,3.875,0.702
55,12.200,1.551,1.051,1.251,1.353,1.682,2.194,2.564,3.451,3.451,0.645
