Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,9.000,2.713,0.619,1.117,1.447,1.979,2.517,3.259,39.178,39.178,0.369
5,13.000,0.973,0.445,0.557,0.639,1.042,1.665,2.354,5.824,5.824,1.028
10,14.400,0.904,0.433,0.547,0.653,1.006,1.306,1.775,6.564,6.564,1.106
15,14.200,0.777,0.396,0.496,0.528,0.583,0.720,0.983,8.240,8.240,1.286
20,11.400,0.735,0.412,0.481,0.529,0.861,1.166,1.607,3.090,3.090,1.361
25,13.000,0.621,0.398,0.493,0.526,0.608,0.921,1.071,2.043,2.043,1.610
30,13.400,0.936,0.385,0.482,0.533,0.635,1.060,1.141,20.950,20.950,1.068
35,14.200,0.779,0.419,0.491,0.534,0.609,0.992,1.516,10.061,10.061,1.284
40,15.600,0.719,0.404,0.470,0.521,0.617,1.028,1.493,5.947,5.947,1.391
45,9.600,0.619,0.392,0.458,0.534,0.616,0.975,1.157,2.113,2.113,1.615
50,10.200,0.744,0.399,0.498,0.577,0.845,1.505,1.688,1.905,1.905,1.344
55,13.800,0.667,0.373,0.476,0.527,0.623,0.938,1.058,4.044,4.044,1.499
