Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,191.000,5.217,0.607,1.791,3.486,6.508,10.852,13.702,24.763,154.335,0.192
5,190.400,5.241,0.484,1.993,3.373,7.143,11.489,13.896,24.301,45.064,0.191
10,256.800,3.876,0.455,1.261,2.837,5.171,8.868,10.576,16.522,26.570,0.258
15,271.800,3.656,0.415,1.198,2.525,5.005,7.797,10.482,15.831,29.907,0.274
20,278.000,3.578,0.391,1.173,2.673,4.934,7.286,10.214,16.726,29.637,0.279
25,283.400,3.511,0.344,1.174,2.621,4.561,7.249,9.412,16.742,74.267,0.285
30,334.800,2.975,0.349,1.128,2.384,4.004,5.740,7.666,11.553,24.451,0.336
35,277.000,3.597,0.362,1.195,2.511,4.486,7.126,8.960,18.129,145.030,0.278
40,304.600,3.270,0.328,1.190,2.591,4.316,6.209,8.125,12.813,105.824,0.306
45,312.800,3.185,0.368,1.150,2.593,4.354,5.989,7.759,12.523,87.826,0.314
50,366.800,2.718,0.344,1.117,2.053,3.981,5.066,6.892,8.796,14.606,0.368
55,375.200,2.653,0.357,1.063,2.296,3.847,4.760,6.983,8.484,15.918,0.377
