Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,135.000,4.377,1.312,3.003,3.796,5.087,6.875,8.240,12.125,41.983,0.228
5,145.200,4.566,1.806,2.976,3.760,5.396,7.869,9.453,14.405,18.884,0.219
10,137.600,4.723,1.545,2.807,3.819,6.313,8.433,9.470,10.615,23.011,0.212
15,170.400,3.763,1.307,2.501,3.202,3.901,6.734,8.481,10.543,12.967,0.266
20,133.000,4.783,1.756,2.839,3.881,5.982,8.572,9.686,12.665,20.870,0.209
25,139.600,4.620,1.457,2.948,3.844,5.695,8.123,9.280,13.117,17.005,0.216
30,112.000,5.993,2.053,3.375,4.619,7.465,11.229,13.354,18.304,39.890,0.167
35,128.800,5.033,1.698,3.259,4.222,5.857,8.995,10.342,13.527,17.385,0.199
40,131.200,4.977,1.349,3.143,4.120,6.162,8.991,10.022,13.365,21.351,0.201
45,142.200,4.619,1.452,2.928,3.850,5.461,8.472,9.613,11.498,20.058,0.217
50,127.600,5.161,1.916,3.111,4.017,6.405,8.980,10.776,16.520,45.787,0.194
55,112.600,5.954,1.810,3.483,5.368,7.872,10.051,10.985,13.650,21.210,0.168
