Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,12.200,0.997,0.477,0.632,0.802,1.164,1.542,1.767,3.241,3.241,1.003
5,17.000,0.592,0.387,0.504,0.543,0.593,0.802,1.070,1.461,1.461,1.689
10,21.200,0.755,0.357,0.456,0.508,0.594,0.978,1.160,9.164,10.464,1.325
15,16.600,0.512,0.360,0.411,0.440,0.492,0.638,0.911,3.075,3.075,1.952
20,19.800,0.492,0.339,0.388,0.417,0.498,0.810,0.993,1.192,1.192,2.034
25,19.000,0.485,0.305,0.354,0.382,0.476,0.772,0.842,2.888,2.888,2.062
30,22.800,0.450,0.281,0.342,0.362,0.402,0.687,0.791,0.885,5.447,2.220
35,18.200,0.440,0.295,0.337,0.365,0.442,0.754,0.816,0.886,0.886,2.275
40,22.400,0.370,0.280,0.332,0.347,0.394,0.442,0.475,0.564,0.739,2.703
45,18.800,0.450,0.263,0.331,0.354,0.421,0.768,0.837,3.481,3.481,2.222
50,20.000,0.371,0.290,0.329,0.353,0.382,0.433,0.500,0.853,0.853,2.699
55,19.800,0.397,0.307,0.332,0.357,0.407,0.528,0.706,0.878,0.878,2.517
