Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,88.800,7.111,2.449,4.566,6.083,9.087,12.018,13.149,19.644,28.383,0.141
5,122.200,5.190,2.161,3.738,4.810,5.906,7.890,9.584,12.903,16.243,0.193
10,104.600,6.299,2.309,4.027,5.236,7.044,11.178,14.027,20.659,25.470,0.159
15,106.600,5.958,2.279,3.885,5.121,6.405,10.330,13.184,19.230,39.540,0.168
20,125.600,5.121,1.694,3.535,4.545,5.705,7.914,10.696,14.125,19.114,0.195
25,146.800,4.502,1.756,3.240,4.037,4.899,6.506,8.490,13.402,21.625,0.222
30,140.600,4.784,1.600,3.318,4.217,5.022,6.854,9.674,16.353,25.306,0.209
35,132.200,4.829,1.922,3.426,4.266,5.296,7.562,9.682,12.883,21.503,0.207
40,136.800,4.971,1.843,3.385,4.334,5.723,8.377,9.419,12.809,16.812,0.201
45,153.400,4.212,1.881,3.330,4.039,4.821,5.639,6.441,8.849,10.264,0.237
50,125.400,4.961,1.854,3.513,4.476,5.433,7.939,9.845,12.608,28.396,0.202
55,145.600,4.375,1.740,3.194,3.979,4.707,5.729,8.431,12.281,39.303,0.229
