Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,10.600,14.370,6.741,8.199,14.522,18.079,20.538,24.579,34.612,34.612,0.070
5,11.400,12.353,6.427,6.700,14.091,15.990,18.386,19.580,29.971,29.971,0.081
10,13.400,10.471,6.171,6.467,7.145,15.121,16.384,16.700,22.855,22.855,0.095
15,14.800,10.103,5.852,6.268,10.378,13.309,15.359,15.867,16.767,16.767,0.099
20,14.000,9.703,5.478,6.067,6.539,13.815,15.259,15.896,21.297,21.297,0.103
25,11.400,12.222,5.709,12.082,12.640,14.526,15.533,16.382,18.460,18.460,0.082
30,17.600,9.008,5.585,5.887,6.150,12.994,14.843,15.148,18.107,18.107,0.111
35,15.400,9.345,5.723,6.000,6.496,13.306,15.203,15.973,21.439,21.439,0.107
40,13.400,10.523,5.511,6.126,9.647,14.536,15.370,15.534,23.862,23.862,0.095
45,13.600,10.490,5.490,6.239,9.876,15.137,16.834,18.015,19.954,19.954,0.095
50,16.800,9.020,5.568,5.809,6.143,12.492,14.835,15.622,23.444,23.444,0.111
55,12.800,9.347,5.561,5.889,6.367,12.891,14.531,15.068,15.510,15.510,0.107
