Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,82.200,7.611,1.549,4.406,6.546,9.660,11.933,13.856,25.996,44.087,0.131
5,127.200,5.218,1.919,3.481,4.502,6.459,8.768,10.038,12.087,15.009,0.192
10,127.000,5.232,1.645,3.427,4.346,5.751,9.878,11.151,14.767,22.051,0.191
15,116.800,5.804,1.586,3.903,5.111,7.444,9.759,10.695,12.699,16.359,0.172
20,114.000,5.532,1.807,3.726,4.716,6.701,9.574,10.472,14.071,26.823,0.181
25,146.200,4.519,1.500,3.220,4.044,4.902,7.268,8.534,12.629,21.255,0.221
30,132.400,4.927,1.915,3.386,4.221,5.501,8.241,10.096,13.793,18.651,0.203
35,133.600,4.864,2.249,3.292,4.183,5.538,8.338,9.859,12.090,25.351,0.206
40,102.000,6.377,2.465,3.814,4.893,8.007,11.530,14.547,18.063,36.110,0.157
45,123.800,5.144,1.455,3.287,4.187,5.479,9.425,11.887,16.126,22.923,0.194
50,141.800,4.636,1.740,3.219,4.063,5.031,7.855,9.207,10.981,24.618,0.216
55,154.600,4.248,1.636,3.009,3.805,4.655,6.986,8.416,10.532,15.206,0.235
