Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,217,217.000,979,2064,3170,4587,6225,8894,10820,20171,28057
1,246,246.000,767,1759,2765,4021,4821,8376,10211,18939,21092
2,365,365.000,506,1133,2360,2723,3698,4585,6356,9888,19062
3,281,281.000,429,1246,2305,3601,4367,8008,9171,18232,27151
4,248,248.000,542,1724,2632,3954,5637,7939,9724,16430,21323
5,379,379.000,436,1029,1882,2618,3556,4609,7849,9705,22280
6,393,393.000,414,960,1960,2542,3198,4708,7704,10426,11323
7,304,304.000,504,1143,2319,3263,4258,7181,9056,13608,15365
8,172,172.000,445,1814,3644,5789,7597,11364,13369,35061,86154
9,150,150.000,561,2612,5258,6746,8754,13771,15884,37476,40570
10,227,227.000,559,1558,3063,4308,5249,9579,13476,16752,18451
11,262,262.000,457,1504,2346,3797,5426,8245,9536,17389,20013
12,278,278.000,532,1180,2377,3581,4473,8358,9915,17077,21865
13,315,315.000,456,1055,2327,3166,3764,6425,9707,19872,21157
14,385,385.000,508,1071,2127,2592,3756,4598,5633,9328,13747
15,314,314.000,469,1130,2173,3163,3890,6975,9487,16395,20666
16,281,281.000,485,1361,2583,3550,4482,7995,8881,16653,18443
17,305,305.000,519,1074,2262,3267,4156,7966,9089,15590,22192
18,317,317.000,457,1036,2051,3127,4122,7537,8287,10828,17168
19,217,217.000,458,1984,3231,4591,6372,8909,10214,18028,28643
20,287,287.000,418,1039,2177,3469,4154,8476,10016,17916,21836
21,386,386.000,440,987,2255,2576,3366,4287,7135,10443,19064
22,279,279.000,429,1063,2227,3574,4902,8393,9546,17334,19689
23,313,313.000,419,1089,2204,3173,4010,7247,8173,14443,17339
24,299,299.000,443,1172,2230,3330,3991,7828,9326,18670,19775
25,285,285.000,354,1402,2560,3486,4264,7043,8085,20390,22887
26,222,222.000,539,1906,2860,4513,6237,9205,10311,19502,21761
27,238,238.000,455,1708,2551,4202,6096,8602,9944,16009,19589
28,184,184.000,858,1855,4084,5406,7541,9694,16631,29777,56563
29,286,286.000,414,1411,2297,3488,4863,7598,9007,13259,17802
30,371,371.000,390,872,1767,2664,3610,6585,7480,10385,15398
31,352,352.000,342,871,1987,2834,3371,6830,7923,16683,17287
32,286,286.000,392,1752,2191,3494,4901,8207,9388,16711,18931
33,292,292.000,370,1240,2190,3412,5262,7184,9287,14791,16581
34,287,287.000,375,1385,2138,3487,5007,7498,9478,17302,18482
35,295,295.000,421,1275,2274,3381,4366,8103,9208,16621,19774
36,262,262.000,697,1648,1958,3794,5787,7715,8797,16637,17257
37,328,328.000,406,903,2117,3051,3552,6900,8902,16591,19178
38,252,252.000,440,1634,2554,4023,6157,8256,9092,15137,24265
39,401,401.000,403,898,1837,2441,3141,4615,6939,9723,21325
40,340,340.000,361,956,2085,2946,3666,7307,8494,10999,17463
41,277,277.000,394,1256,2658,3575,4804,7680,9004,16250,21319
42,256,256.000,452,1689,2413,3894,6349,7994,8998,15327,21833
43,361,361.000,371,916,2048,2768,3445,6995,7949,13110,16433
44,357,357.000,356,887,1958,2790,3561,6679,7453,12922,17606
45,382,382.000,354,889,1843,2607,3288,6570,7777,10275,16705
46,349,349.000,329,988,1906,2871,3799,6753,7658,10124,16672
47,279,279.000,565,1338,2045,3553,5371,6683,9974,15050,17497
48,302,302.000,597,1364,2166,3307,5139,6365,6893,11997,12405
49,293,293.000,403,1408,2010,3398,5316,7105,8499,12787,15994
50,232,232.000,433,1797,2372,4296,6595,8922,11512,17434,19896
51,314,314.000,397,1470,1988,3179,4432,7906,8575,10278,14997
52,435,435.000,337,823,1908,2290,3068,4103,6616,9526,16148
53,394,394.000,333,838,1906,2533,3349,5542,6841,11456,19230
54,453,453.000,341,807,1887,2202,2740,3485,6347,10522,16890
55,479,479.000,301,797,1301,2082,2900,3697,6410,8884,16951
56,259,259.000,369,1521,2317,3850,5133,8611,10544,18416,24613
57,323,323.000,403,1050,2241,3078,3877,6565,7704,14640,15619
58,299,299.000,327,915,2182,3352,3705,6801,8767,23948,79436
59,262,262.000,426,1288,2481,3732,4565,7504,9616,20748,49108
