Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,6.800,2.113,1.275,1.738,2.063,2.326,2.768,3.719,4.887,4.887,0.473
5,11.400,1.807,1.187,1.454,1.628,1.821,2.930,3.494,3.898,3.898,0.553
10,16.200,1.556,1.120,1.390,1.528,1.637,1.785,2.135,3.041,3.041,0.643
15,14.400,1.620,1.208,1.355,1.484,1.692,1.984,2.856,3.596,3.596,0.617
20,14.400,1.636,1.150,1.468,1.657,1.792,1.864,2.043,2.705,2.705,0.611
25,16.200,1.625,0.940,1.397,1.605,1.825,1.932,2.058,4.475,4.475,0.615
30,12.800,1.634,1.137,1.459,1.600,1.773,1.916,2.286,2.798,2.798,0.612
35,14.400,1.746,1.089,1.539,1.711,1.868,2.132,2.673,3.410,3.410,0.573
40,10.800,1.809,1.164,1.419,1.643,2.002,2.478,2.625,4.558,4.558,0.553
45,12.200,2.033,1.310,1.620,1.824,2.040,3.130,3.576,4.314,4.314,0.492
50,12.600,1.792,1.038,1.576,1.795,1.981,2.202,2.266,2.349,2.349,0.558
55,12.800,1.879,1.296,1.597,1.784,1.959,2.449,2.670,4.154,4.154,0.532
