Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,98.400,2.212,0.792,1.285,1.979,2.365,3.056,3.940,10.029,41.010,0.452
5,136.800,1.364,0.798,0.973,1.103,1.591,2.011,2.301,4.970,12.062,0.733
10,147.200,1.311,0.816,0.939,1.019,1.562,2.040,2.314,3.693,9.724,0.763
15,117.800,1.575,0.852,0.993,1.174,1.887,2.334,3.043,4.757,17.704,0.635
20,133.600,1.339,0.904,1.046,1.126,1.315,2.038,2.394,3.694,10.997,0.747
25,132.400,1.453,0.900,1.068,1.164,1.418,2.447,2.727,3.924,13.260,0.688
30,130.200,1.447,0.891,1.080,1.171,1.461,2.109,2.589,3.997,17.950,0.691
35,114.600,1.537,0.946,1.097,1.199,1.473,2.453,3.398,5.763,15.714,0.651
40,135.400,1.413,0.965,1.128,1.250,1.443,1.883,2.313,3.340,10.326,0.708
45,85.400,1.913,0.991,1.229,1.430,2.477,2.958,3.369,7.310,11.529,0.523
50,123.800,1.514,0.961,1.136,1.251,1.481,2.232,2.871,4.534,10.991,0.661
55,99.400,1.832,0.992,1.183,1.401,2.301,2.921,3.377,5.196,20.781,0.546
