Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,11.400,13.267,7.360,8.175,9.552,17.721,21.886,26.723,28.083,28.083,0.075
5,14.400,8.807,7.186,7.406,7.581,8.200,14.988,15.229,15.471,15.471,0.114
10,11.600,8.849,7.180,7.593,7.765,8.605,9.954,18.699,25.675,25.675,0.113
15,14.200,9.104,7.351,7.854,8.246,9.038,11.019,15.753,18.323,18.323,0.110
20,16.600,9.548,7.608,8.036,8.350,9.065,15.504,16.750,20.211,20.211,0.105
25,15.600,10.336,7.889,8.276,8.558,9.974,16.070,16.510,20.138,20.138,0.097
30,15.200,7.446,5.653,5.938,6.116,8.301,11.701,14.328,16.520,16.520,0.134
35,16.600,7.823,5.630,5.865,6.071,6.756,14.679,15.516,23.020,23.020,0.128
40,21.600,6.830,5.481,5.958,6.109,6.388,7.377,14.863,16.233,18.139,0.146
45,20.200,6.734,5.393,5.711,5.887,6.158,7.437,14.937,15.396,15.506,0.148
50,18.200,6.116,5.291,5.529,5.676,5.860,6.172,8.483,15.294,15.294,0.164
55,18.800,6.625,5.177,5.460,5.620,5.843,7.632,15.279,21.298,21.298,0.151
