Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,389.200,2.556,0.326,0.960,1.877,3.167,5.385,6.980,12.133,23.626,0.391
5,473.400,2.103,0.311,0.766,1.634,2.709,4.588,5.784,7.869,19.126,0.475
10,448.400,2.222,0.309,0.757,1.636,2.881,5.004,5.884,11.183,22.601,0.450
15,449.200,2.214,0.306,0.734,1.665,2.796,5.178,6.049,8.308,27.648,0.452
20,433.000,2.303,0.274,0.764,1.644,2.902,5.210,6.006,11.269,38.270,0.434
25,414.000,2.407,0.293,0.831,1.712,3.136,5.489,6.599,10.250,18.084,0.416
30,353.400,2.828,0.287,0.847,1.956,3.242,6.183,8.137,17.372,55.416,0.354
35,264.400,3.756,0.374,1.073,2.428,4.302,8.482,11.063,21.585,35.439,0.266
40,263.200,3.791,0.392,1.153,2.300,5.026,8.309,9.602,17.464,45.553,0.264
45,390.600,2.552,0.320,0.911,2.011,3.271,4.990,7.577,10.525,19.305,0.392
50,260.600,3.825,0.328,0.997,2.399,4.174,8.617,11.168,24.874,75.218,0.261
55,402.800,2.471,0.350,0.904,1.972,3.366,4.363,7.152,10.314,33.807,0.405
