Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,11.200,13.675,6.708,7.971,15.579,16.987,18.330,22.367,24.051,24.051,0.073
5,12.600,12.128,6.995,7.355,7.801,16.160,21.493,24.540,57.560,57.560,0.082
10,13.400,10.691,6.967,7.633,8.223,14.776,17.154,17.756,25.535,25.535,0.094
15,14.400,9.897,6.906,7.575,7.981,9.633,17.727,18.618,21.921,21.921,0.101
20,17.000,9.455,6.918,7.358,7.786,8.572,16.922,17.513,21.255,21.255,0.106
25,12.800,10.494,7.024,7.590,8.251,13.904,18.363,19.346,19.520,19.520,0.095
30,16.800,8.872,6.611,6.990,7.332,8.457,15.693,16.039,21.177,21.177,0.113
35,13.200,12.458,6.983,7.843,9.584,17.110,19.755,22.160,28.032,28.032,0.080
40,16.800,9.677,6.970,7.641,8.022,10.497,15.997,16.688,18.268,18.268,0.103
45,13.800,9.647,7.034,7.537,7.960,8.639,18.004,18.804,20.698,20.698,0.104
50,15.400,9.846,6.879,7.618,8.323,9.939,17.516,19.568,23.631,23.631,0.102
55,15.000,10.692,6.682,7.314,7.919,12.316,18.436,20.060,34.091,34.091,0.094
