Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,174.400,1.182,0.657,0.851,0.981,1.288,1.755,2.020,3.343,16.039,0.846
5,184.800,1.120,0.625,0.791,0.925,1.169,1.747,2.038,3.579,7.962,0.893
10,183.600,1.035,0.659,0.776,0.842,0.990,1.559,1.981,3.528,13.708,0.966
15,184.600,1.032,0.668,0.786,0.844,0.980,1.403,1.871,4.339,8.985,0.969
20,201.200,0.899,0.674,0.772,0.817,0.889,1.035,1.499,2.084,6.617,1.113
25,197.600,0.884,0.678,0.758,0.805,0.879,1.081,1.460,1.978,3.201,1.131
30,199.000,0.885,0.646,0.761,0.816,0.885,1.028,1.446,1.996,5.619,1.129
35,219.200,0.822,0.659,0.740,0.784,0.828,0.898,0.995,1.713,5.137,1.217
40,192.000,0.856,0.643,0.731,0.785,0.856,1.017,1.492,1.994,2.259,1.169
45,206.200,0.890,0.663,0.755,0.789,0.844,1.022,1.621,2.152,8.795,1.124
50,155.400,1.226,0.628,0.776,0.921,1.582,1.835,2.103,4.984,10.540,0.815
55,194.200,0.953,0.646,0.739,0.796,0.901,1.395,1.795,3.248,6.427,1.050
