Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,15.200,8.425,5.378,6.056,6.729,11.331,13.454,14.996,21.195,21.195,0.119
5,13.800,9.351,5.345,5.853,11.162,11.618,12.755,13.411,14.494,14.494,0.107
10,14.600,9.334,5.426,6.002,9.180,12.208,13.757,14.436,17.278,17.278,0.107
15,15.800,9.399,5.417,5.735,11.257,12.709,13.833,14.023,18.225,18.225,0.106
20,16.400,8.577,5.418,5.901,6.148,12.576,14.356,14.967,18.136,18.136,0.117
25,16.000,9.077,5.797,6.069,6.336,12.720,14.859,15.048,15.412,15.412,0.110
30,19.800,8.898,5.517,5.867,6.259,12.636,14.335,14.583,18.253,18.253,0.112
35,16.400,9.847,5.553,5.750,11.585,13.229,13.760,14.022,14.318,14.318,0.102
40,13.800,9.977,5.431,5.815,11.198,13.386,13.917,14.409,37.233,37.233,0.100
45,12.200,8.329,5.502,5.712,5.804,12.822,13.777,14.109,26.222,26.222,0.120
50,15.400,9.441,5.375,6.589,9.697,11.628,12.464,13.256,14.703,14.703,0.106
55,14.000,9.691,5.392,5.714,11.401,12.431,13.811,14.378,15.551,15.551,0.103
