Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,240,240.000,1012,1799,3005,4134,5403,8000,11546,19797,20350
1,394,394.000,510,976,1917,2528,3209,5206,6955,9367,13267
2,326,326.000,545,1274,2042,3059,4205,5885,8088,13422,18575
3,489,489.000,347,794,1552,2031,2505,4303,5734,9364,19992
4,417,417.000,379,888,1639,2388,3029,5546,6467,8776,11982
5,375,375.000,362,982,1581,2660,3693,5584,7428,13341,17662
6,270,270.000,483,1408,2620,3686,5035,7035,10675,16160,20274
7,259,259.000,438,1520,2843,3862,5536,7730,9801,17758,19140
8,301,301.000,410,1019,2137,3297,3825,7607,9079,20047,23750
9,293,293.000,378,1265,2038,3390,4666,6935,9549,17061,20103
10,271,271.000,770,1473,1865,3680,5389,7190,9417,13373,17140
11,439,439.000,333,804,1577,2270,3076,5548,6300,7892,13716
12,433,433.000,363,833,1890,2311,3052,5035,6406,7188,15579
13,485,485.000,323,778,1560,2051,2736,3766,6290,7182,13090
14,389,389.000,391,848,2056,2555,3261,5358,6856,12855,18211
15,338,338.000,366,1365,1928,2916,4119,6084,6999,13187,14416
16,318,318.000,310,1111,1948,3141,4096,6682,8330,16526,17545
17,326,326.000,360,830,1889,3047,3442,6686,9125,17148,48094
18,319,319.000,298,865,1912,3110,3687,7148,9143,16351,17037
19,285,285.000,349,1515,1886,3507,5461,7135,8055,14868,15874
20,228,228.000,609,1734,3601,4383,6126,8629,10414,16067,19863
21,320,320.000,380,969,2017,3113,3653,7019,8797,15624,21405
22,346,346.000,391,851,1979,2884,3394,7100,8657,9949,17476
23,416,416.000,346,781,1887,2388,3121,6117,7280,8620,15937
24,273,273.000,355,1570,2138,3647,5197,7871,8957,16494,17259
25,441,441.000,349,754,1763,2264,2672,5547,6696,8997,16612
26,345,345.000,331,801,1984,2891,3632,6718,7892,13609,14952
27,261,261.000,359,1605,2003,3821,5923,7762,9432,17211,20582
28,349,349.000,372,925,1979,2855,3626,6779,7792,14204,15589
29,223,223.000,749,1791,2511,4507,6859,9010,10526,16612,17172
30,311,311.000,416,1179,2289,3188,3846,6982,8708,16156,16881
31,338,338.000,394,934,1962,2947,3567,7027,9152,16812,17940
32,297,297.000,364,999,2236,3356,3991,7432,9744,19329,22668
33,379,379.000,310,897,2024,2630,3405,5547,7687,10293,17386
34,467,467.000,376,900,1855,2140,2980,3794,4534,7975,15883
35,357,357.000,383,931,2043,2788,3468,6340,7738,16620,17955
36,414,414.000,311,910,1873,2405,3240,4462,7129,8743,19641
37,275,275.000,322,1484,2377,3615,4296,8254,9809,19628,20248
38,260,260.000,401,1165,2559,3872,5495,8455,10123,18551,29227
39,348,348.000,409,984,1950,2833,3618,5061,8550,17318,23352
40,365,365.000,418,975,2174,2729,3572,4926,7759,16891,18249
41,343,343.000,416,983,2156,2912,3662,6739,7903,14913,18811
42,234,234.000,523,1041,2415,4272,4560,9174,14043,31747,50465
43,303,303.000,374,1010,2275,3284,3875,7599,8904,16714,20315
44,245,245.000,439,1749,2218,4356,5301,9069,12704,19889,89968
45,266,266.000,424,1458,2586,3468,4424,7622,9242,14833,24386
46,376,376.000,333,908,1947,2652,3499,5498,7368,15639,18351
47,172,172.000,812,2129,3496,5803,9026,11217,14148,28705,36484
48,384,384.000,399,905,1972,2602,3446,5167,7440,9955,15187
49,357,357.000,421,988,2193,2779,3803,5376,7406,9343,25934
50,321,321.000,338,965,2135,3115,4055,7395,9546,11047,15536
51,386,386.000,339,977,1358,2583,3263,4693,7641,11487,48968
52,440,440.000,366,971,1915,2257,3229,4020,4341,8043,15697
53,428,428.000,394,963,2004,2334,3166,4147,4840,8202,18685
54,342,342.000,386,1047,2241,2905,4016,6021,8016,10202,16108
55,293,293.000,402,1245,2357,3404,4649,7343,8540,17570,18968
56,377,377.000,403,1014,2070,2648,3668,4862,7583,10990,12754
57,335,335.000,379,1049,2303,2963,4085,5972,8159,9967,16640
58,350,350.000,355,1063,2087,2844,3719,5300,8241,11640,29104
59,284,284.000,424,1238,2506,3498,4555,7984,9232,17690,20978
