Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,12.400,2.047,0.945,1.287,1.451,1.811,2.298,2.374,18.006,18.006,0.489
5,13.400,1.481,0.953,1.233,1.391,1.581,2.203,2.316,2.971,2.971,0.675
10,11.200,1.736,0.996,1.329,1.529,2.093,2.481,2.716,3.539,3.539,0.576
15,14.400,1.624,1.006,1.315,1.474,1.901,2.225,2.541,3.311,3.311,0.616
20,14.600,1.547,1.021,1.212,1.437,1.783,2.111,2.260,3.118,3.118,0.646
25,17.000,1.533,1.073,1.306,1.486,1.646,1.727,2.200,3.577,3.577,0.652
30,16.800,1.688,0.988,1.292,1.539,1.890,2.438,2.768,3.460,3.460,0.592
35,10.000,1.790,1.235,1.421,1.620,2.049,2.465,2.835,3.491,3.491,0.559
40,11.000,1.986,1.099,1.397,1.722,2.531,3.253,3.544,3.694,3.694,0.503
45,10.000,2.160,1.149,1.514,2.092,2.588,3.369,3.823,4.402,4.402,0.463
50,9.600,2.261,1.301,1.552,1.779,2.744,3.364,4.820,8.152,8.152,0.442
55,7.800,2.749,1.363,1.796,2.139,2.667,3.818,6.124,17.870,17.870,0.364
