Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,13.800,1.548,0.327,0.485,0.923,1.703,3.456,6.394,8.446,8.446,0.646
5,16.400,0.616,0.296,0.365,0.401,0.623,0.859,1.073,5.525,5.525,1.622
10,20.600,0.627,0.299,0.354,0.406,0.700,0.824,0.882,3.602,7.385,1.595
15,20.800,0.442,0.302,0.341,0.365,0.416,0.635,0.756,1.111,3.584,2.264
20,19.000,0.479,0.311,0.347,0.373,0.414,0.501,0.802,5.112,5.112,2.088
25,19.800,0.426,0.300,0.340,0.365,0.407,0.648,0.746,2.877,2.877,2.348
30,18.000,0.532,0.273,0.345,0.382,0.608,0.772,0.843,6.659,6.659,1.878
35,19.400,0.392,0.293,0.332,0.350,0.388,0.638,0.727,0.805,0.805,2.554
40,21.200,0.513,0.302,0.338,0.361,0.414,0.729,0.821,0.973,9.620,1.950
45,20.600,0.393,0.267,0.325,0.349,0.395,0.618,0.704,0.788,0.795,2.545
50,19.200,0.379,0.265,0.321,0.343,0.370,0.556,0.691,0.793,0.793,2.638
55,19.200,0.420,0.266,0.330,0.363,0.443,0.658,0.711,0.981,0.981,2.379
