Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,208.200,4.775,0.609,1.697,3.256,5.943,9.437,13.379,26.172,57.701,0.209
5,238.000,4.192,0.459,1.786,2.595,5.950,9.020,10.386,19.194,22.223,0.239
10,249.000,3.988,0.443,1.253,2.768,4.720,8.868,11.281,19.808,56.614,0.251
15,234.000,4.263,0.517,1.613,2.803,5.450,9.287,12.174,19.747,29.276,0.235
20,263.600,3.763,0.468,1.387,2.514,4.767,8.632,9.775,16.799,28.734,0.266
25,238.200,4.182,0.439,1.567,2.621,5.868,9.035,10.607,19.595,48.673,0.239
30,218.200,4.621,0.523,1.912,2.845,6.916,9.288,10.661,19.549,63.943,0.216
35,250.600,3.934,0.433,1.473,2.563,5.049,8.393,10.391,18.854,32.287,0.254
40,287.000,3.475,0.453,1.088,2.322,4.329,8.302,9.865,17.914,23.385,0.288
45,242.600,4.114,0.404,1.664,2.499,6.089,8.994,10.916,18.147,21.593,0.243
50,266.000,3.747,0.378,1.039,2.410,4.279,8.345,10.701,19.178,47.896,0.267
55,299.200,3.330,0.372,0.984,2.244,4.054,7.440,9.210,17.958,31.419,0.300
