Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,20.000,1.458,0.831,1.078,1.232,1.466,1.796,1.995,16.634,16.634,0.686
5,23.200,1.233,0.717,1.055,1.168,1.339,1.605,1.819,2.016,2.917,0.811
10,20.400,1.287,0.820,1.127,1.238,1.409,1.574,1.803,2.033,2.509,0.777
15,22.800,1.246,0.801,1.093,1.235,1.346,1.520,1.640,1.799,2.113,0.803
20,21.200,1.262,0.785,1.116,1.260,1.373,1.511,1.603,1.732,1.918,0.792
25,22.000,1.324,0.893,1.154,1.281,1.379,1.596,1.879,2.492,2.651,0.755
30,15.800,1.369,0.941,1.124,1.290,1.455,1.815,2.252,2.547,2.547,0.730
35,20.800,1.223,0.769,1.115,1.222,1.350,1.441,1.501,1.578,1.603,0.817
40,19.800,1.252,0.827,1.152,1.246,1.386,1.439,1.468,1.971,1.971,0.799
45,18.000,1.251,0.823,1.129,1.274,1.353,1.456,1.521,1.790,1.790,0.799
50,18.000,1.313,0.909,1.107,1.265,1.405,1.663,1.857,3.071,3.071,0.762
55,20.000,1.311,0.892,1.139,1.282,1.407,1.572,1.799,2.377,2.377,0.763
