Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,241.000,4.126,0.490,1.423,2.657,5.377,8.769,11.255,21.585,68.927,0.242
5,301.200,3.303,0.397,1.017,2.309,3.805,7.370,9.601,17.189,50.944,0.303
10,358.800,2.772,0.380,0.984,2.161,3.561,5.629,7.831,11.433,19.559,0.361
15,321.800,3.088,0.375,1.028,2.267,3.847,6.932,8.496,15.941,32.905,0.324
20,421.400,2.355,0.391,0.917,1.919,3.315,4.213,6.749,8.362,16.546,0.425
25,405.800,2.454,0.365,0.963,1.924,3.503,4.574,6.229,8.930,16.268,0.407
30,409.400,2.432,0.348,0.928,1.983,3.428,4.428,7.107,8.607,19.228,0.411
35,404.400,2.464,0.332,0.897,2.026,3.318,4.347,7.027,10.332,25.112,0.406
40,439.200,2.269,0.363,0.874,1.790,3.212,4.104,6.827,8.061,23.508,0.441
45,489.800,2.035,0.323,0.825,1.462,2.962,3.691,4.096,7.211,12.111,0.491
50,378.800,2.630,0.307,0.877,1.967,3.355,5.559,6.853,13.471,26.049,0.380
55,415.800,2.394,0.357,0.881,1.982,3.141,4.144,6.717,11.823,36.888,0.418
