Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,310.000,3.208,0.445,1.084,2.191,3.895,7.091,8.602,16.045,36.709,0.312
5,423.200,2.352,0.347,0.860,1.795,3.053,5.017,6.680,10.548,20.486,0.425
10,407.400,2.441,0.347,0.858,1.841,3.125,5.289,6.895,10.102,20.565,0.410
15,423.400,2.351,0.323,0.828,1.778,3.075,4.821,6.612,10.333,22.333,0.425
20,438.600,2.271,0.303,0.855,1.899,3.077,3.947,6.496,9.140,29.058,0.440
25,441.600,2.256,0.302,0.833,1.757,3.046,4.298,6.567,8.580,19.961,0.443
30,433.600,2.298,0.349,0.832,1.790,3.102,4.124,6.552,10.798,25.977,0.435
35,437.400,2.278,0.325,0.835,1.781,3.035,4.174,6.694,9.420,22.393,0.439
40,352.800,2.826,0.336,0.934,2.098,3.501,6.252,7.922,13.622,32.992,0.354
45,341.400,2.920,0.326,0.918,1.999,3.661,6.692,7.987,12.964,28.109,0.343
50,405.600,2.462,0.360,0.880,1.902,3.208,4.872,6.840,10.857,18.618,0.406
55,343.000,2.899,0.334,0.915,2.087,3.541,6.662,8.310,14.543,34.862,0.345
