Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,205.200,4.860,0.448,2.022,3.266,6.466,10.307,12.485,21.769,24.447,0.206
5,343.800,2.892,0.428,1.128,2.381,3.976,5.253,7.580,9.947,21.442,0.346
10,287.400,3.467,0.435,1.140,2.614,4.391,7.526,10.005,14.665,41.889,0.288
15,288.800,3.447,0.388,1.205,2.621,4.481,7.540,9.104,15.730,20.927,0.290
20,228.800,4.345,0.407,1.559,2.936,5.500,9.054,12.019,19.327,88.058,0.230
25,290.600,3.426,0.341,1.214,2.455,4.586,7.414,9.367,15.828,23.390,0.292
30,301.000,3.309,0.365,1.146,2.536,4.356,6.970,8.609,14.744,31.591,0.302
35,308.800,3.228,0.336,1.147,2.502,4.298,6.274,7.937,17.089,33.910,0.310
40,238.400,4.180,0.395,1.385,3.020,5.325,9.270,11.191,18.905,32.198,0.239
45,308.800,3.229,0.349,1.137,2.440,4.269,6.982,8.303,14.820,26.231,0.310
50,357.000,2.789,0.326,1.081,2.160,3.924,5.105,7.131,8.989,102.062,0.359
55,241.800,4.114,0.335,1.332,2.863,5.038,9.119,11.377,19.774,44.856,0.243
