Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,8.800,1.943,0.607,1.137,1.525,2.323,2.775,2.869,9.794,9.794,0.515
5,12.600,1.084,0.415,0.517,0.804,1.101,1.741,2.632,5.902,5.902,0.923
10,8.800,1.420,0.337,0.501,0.959,1.172,2.805,4.538,11.024,11.024,0.704
15,8.000,0.765,0.386,0.456,0.817,1.015,1.098,1.207,1.729,1.729,1.307
20,13.200,0.857,0.366,0.459,0.558,0.823,1.206,3.572,4.894,4.894,1.167
25,12.200,0.666,0.358,0.432,0.570,0.885,0.988,1.155,1.244,1.244,1.501
30,14.400,0.614,0.314,0.398,0.469,0.845,0.923,1.043,2.593,2.593,1.628
35,11.400,0.577,0.356,0.411,0.447,0.757,0.989,1.081,1.212,1.212,1.732
40,9.600,0.716,0.387,0.425,0.575,0.877,1.041,1.197,4.001,4.001,1.397
45,12.000,0.676,0.379,0.420,0.576,0.811,1.158,1.486,1.732,1.732,1.478
50,9.200,0.737,0.377,0.430,0.842,0.934,1.075,1.207,1.318,1.318,1.357
55,12.600,0.608,0.336,0.400,0.458,0.821,1.033,1.086,1.483,1.483,1.645
