Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,13.000,11.996,5.758,7.433,11.890,15.213,18.247,21.752,30.371,30.371,0.083
5,12.000,10.256,5.337,6.387,8.592,13.569,18.109,20.505,24.704,24.704,0.097
10,21.600,8.294,5.508,5.895,6.960,10.310,12.600,13.514,15.659,16.692,0.121
15,14.400,9.299,5.682,6.096,6.381,12.497,16.234,19.742,33.472,33.472,0.108
20,10.200,13.126,6.083,7.006,14.023,15.563,17.794,20.416,24.069,24.069,0.076
25,5.200,15.443,6.482,9.358,17.237,19.998,21.513,22.801,23.731,23.731,0.065
30,11.000,10.666,6.521,7.431,8.246,15.127,17.443,19.076,20.489,20.489,0.094
35,11.600,13.867,7.096,8.419,13.112,17.693,22.862,25.564,31.045,31.045,0.072
40,8.600,14.382,7.393,8.480,15.875,17.976,20.891,22.179,32.415,32.415,0.070
45,10.600,16.875,7.103,10.369,16.411,20.530,24.550,34.676,40.308,40.308,0.059
50,11.000,13.568,7.417,8.391,10.224,17.158,26.042,28.934,31.938,31.938,0.074
55,10.200,13.029,7.202,8.301,11.302,17.458,19.386,22.480,25.097,25.097,0.077
