Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,329.000,3.023,0.387,1.202,2.115,3.834,6.191,7.775,14.626,42.510,0.331
5,314.000,3.170,0.360,1.358,1.987,4.340,6.585,8.131,13.806,27.078,0.315
10,403.000,2.468,0.324,0.853,1.902,3.067,5.390,7.091,9.878,23.556,0.405
15,292.600,3.400,0.338,1.445,2.028,4.986,7.087,8.790,14.934,54.415,0.294
20,332.800,2.990,0.312,0.960,1.961,3.621,6.757,8.209,14.186,21.207,0.334
25,303.200,3.293,0.335,1.276,2.089,4.404,7.437,9.138,15.611,19.254,0.304
30,387.800,2.567,0.272,0.833,1.831,3.066,6.129,7.574,13.936,20.301,0.390
35,380.800,2.618,0.315,0.885,1.808,3.240,5.934,7.074,12.555,16.532,0.382
40,357.000,2.792,0.273,0.901,1.894,3.489,6.305,7.697,13.930,18.315,0.358
45,392.800,2.538,0.290,0.872,1.842,3.275,5.500,6.688,11.109,20.145,0.394
50,416.600,2.398,0.269,0.798,1.725,3.041,5.844,6.556,12.693,15.883,0.417
55,353.600,2.811,0.297,0.847,1.940,3.285,6.633,8.340,13.504,20.234,0.356
