Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,118.200,1.854,0.729,1.021,1.412,1.869,2.506,3.262,10.882,51.759,0.539
5,137.200,1.325,0.711,0.889,1.019,1.552,2.149,2.624,4.065,17.123,0.755
10,121.400,1.588,0.747,0.980,1.252,1.863,2.371,2.911,5.350,24.812,0.630
15,102.000,1.705,0.890,1.113,1.457,2.022,2.525,2.953,4.474,12.377,0.586
20,93.200,1.647,0.814,1.039,1.767,2.040,2.394,2.616,3.270,9.052,0.607
25,116.400,1.476,0.781,0.926,1.169,1.963,2.291,2.587,3.322,8.025,0.678
30,123.800,1.450,0.781,0.911,1.086,1.873,2.204,2.628,4.037,6.365,0.689
35,141.400,1.268,0.753,0.878,0.975,1.709,1.902,2.005,2.621,15.266,0.789
40,133.000,1.428,0.744,0.882,1.132,1.804,2.221,2.748,3.767,11.291,0.700
45,146.600,1.268,0.719,0.866,1.001,1.673,1.968,2.080,2.475,8.530,0.789
50,142.600,1.436,0.722,0.886,1.071,1.806,2.173,2.526,4.202,34.917,0.696
55,126.400,1.589,0.787,0.969,1.281,2.093,2.555,2.958,4.373,5.942,0.629
