Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,161.200,1.265,0.649,0.834,1.059,1.476,1.858,2.238,3.791,14.766,0.791
5,202.000,0.940,0.627,0.720,0.787,0.987,1.495,1.666,2.046,5.074,1.064
10,201.400,0.950,0.618,0.712,0.784,1.019,1.474,1.592,2.097,13.274,1.052
15,208.800,0.875,0.615,0.694,0.751,0.853,1.142,1.576,2.189,13.655,1.143
20,210.600,0.854,0.585,0.681,0.725,0.837,1.383,1.559,1.853,2.828,1.171
25,227.600,0.831,0.602,0.689,0.742,0.849,1.193,1.460,1.688,1.973,1.203
30,224.200,0.807,0.601,0.691,0.744,0.835,0.995,1.212,1.690,2.941,1.239
35,191.200,0.915,0.607,0.678,0.734,0.864,1.469,1.607,2.113,15.910,1.093
40,211.000,0.849,0.606,0.683,0.728,0.823,1.271,1.495,1.998,9.584,1.178
45,141.600,1.274,0.666,0.817,0.960,1.491,2.102,2.895,4.402,5.615,0.785
50,136.000,1.360,0.682,0.842,1.019,1.651,2.304,3.031,4.895,9.953,0.736
55,150.000,1.270,0.647,0.797,0.910,1.306,1.936,3.350,6.239,10.778,0.787
