Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,14.800,1.614,1.007,1.303,1.552,1.771,2.058,2.477,3.428,3.428,0.620
5,14.000,1.540,0.991,1.194,1.406,1.799,2.130,2.423,3.227,3.227,0.649
10,15.400,1.462,0.760,1.204,1.346,1.656,1.973,2.371,3.014,3.014,0.684
15,16.000,1.613,0.973,1.271,1.443,1.748,2.319,2.742,6.549,6.549,0.620
20,16.000,1.541,1.072,1.304,1.420,1.742,2.195,2.270,2.746,2.746,0.649
25,10.800,1.822,0.951,1.273,1.544,2.210,2.924,3.248,5.848,5.848,0.549
30,17.400,1.477,0.957,1.216,1.368,1.654,1.965,2.298,2.826,2.826,0.677
35,12.000,1.481,0.899,1.314,1.409,1.635,1.907,2.276,2.834,2.834,0.675
40,16.400,1.436,1.030,1.196,1.383,1.608,1.807,2.010,2.695,2.695,0.696
45,14.200,1.654,0.971,1.269,1.419,2.024,2.542,2.672,3.037,3.037,0.604
50,14.400,1.593,1.054,1.242,1.444,1.731,2.333,2.721,3.021,3.021,0.628
55,13.600,1.759,0.933,1.474,1.716,2.047,2.334,2.429,3.098,3.098,0.569
