Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,12.800,1.573,1.020,1.244,1.448,1.816,2.056,2.219,4.078,4.078,0.636
5,16.600,1.621,0.951,1.333,1.488,1.890,2.289,2.430,2.753,2.753,0.617
10,16.000,1.658,0.816,1.246,1.457,1.900,2.611,2.899,4.494,4.494,0.603
15,13.400,1.750,0.920,1.206,1.552,2.137,2.549,2.995,5.545,5.545,0.571
20,16.400,1.744,1.008,1.325,1.601,1.943,2.550,3.190,4.034,4.034,0.573
25,12.400,1.717,0.853,1.357,1.522,1.964,2.523,2.788,4.028,4.028,0.582
30,12.000,1.753,0.997,1.374,1.643,2.062,2.716,3.039,3.245,3.245,0.570
35,12.800,1.729,1.031,1.381,1.724,1.975,2.178,2.884,3.222,3.222,0.578
40,11.000,1.798,0.980,1.390,1.661,2.204,2.410,2.612,3.288,3.288,0.556
45,12.200,1.624,1.022,1.226,1.443,1.926,2.229,2.794,3.165,3.165,0.616
50,10.600,2.036,1.127,1.517,1.739,2.207,2.728,3.138,9.316,9.316,0.491
55,13.200,1.884,1.040,1.384,1.787,2.384,2.762,2.918,3.453,3.453,0.531
