Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,408.800,2.433,0.348,0.992,1.872,3.216,4.672,6.324,9.283,29.130,0.411
5,390.200,2.551,0.361,0.876,1.747,3.224,5.743,6.672,12.345,23.118,0.392
10,383.200,2.599,0.289,0.852,1.778,3.275,5.780,6.683,13.016,17.738,0.385
15,356.200,2.796,0.305,1.083,1.879,3.685,6.123,7.165,12.512,20.204,0.358
20,387.600,2.568,0.302,0.810,1.755,3.166,5.770,7.010,13.358,15.796,0.389
25,414.400,2.407,0.268,0.766,1.699,2.975,5.656,6.714,12.092,15.770,0.415
30,291.000,3.428,0.287,1.416,2.014,5.076,7.044,8.567,13.798,18.310,0.292
35,360.400,2.766,0.304,1.070,1.792,3.831,6.044,7.054,13.178,17.830,0.362
40,437.000,2.282,0.274,0.767,1.620,2.819,5.588,6.453,12.593,19.101,0.438
45,337.600,2.953,0.303,1.277,1.845,4.093,6.369,7.321,14.598,24.733,0.339
50,432.600,2.303,0.288,0.846,1.822,3.026,4.422,6.454,9.461,19.779,0.434
55,357.200,2.788,0.296,0.903,1.972,3.463,6.319,7.801,14.214,21.091,0.359
