Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,121.600,1.719,0.760,0.989,1.508,2.003,2.382,2.781,5.678,37.869,0.582
5,109.000,1.713,0.753,1.208,1.754,2.012,2.345,2.614,4.920,7.199,0.584
10,122.000,1.417,0.750,0.905,1.088,1.920,2.240,2.432,3.124,7.599,0.706
15,114.600,1.508,0.764,0.959,1.463,1.919,2.196,2.418,3.030,13.699,0.663
20,125.000,1.351,0.746,0.900,1.132,1.766,2.035,2.215,2.523,10.538,0.740
25,119.200,1.379,0.749,0.913,1.199,1.776,2.002,2.264,2.802,8.030,0.725
30,106.200,1.454,0.753,0.911,1.213,1.888,2.199,2.503,3.635,5.465,0.688
35,152.600,1.287,0.745,0.885,0.990,1.380,2.102,2.556,3.740,9.232,0.777
40,106.400,1.508,0.762,0.926,1.211,1.924,2.229,2.749,4.106,10.289,0.663
45,110.800,1.753,0.732,1.147,1.733,2.005,2.290,2.618,3.253,43.215,0.571
50,158.000,1.258,0.750,0.897,0.999,1.695,1.902,2.014,2.550,12.884,0.795
55,151.400,1.321,0.725,0.879,1.014,1.779,2.038,2.279,3.249,10.094,0.757
