Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,13.200,1.070,0.349,0.441,0.572,1.327,2.596,3.375,6.701,6.701,0.935
5,17.600,0.670,0.314,0.392,0.472,0.741,0.977,1.442,4.452,4.452,1.491
10,17.400,0.476,0.298,0.354,0.381,0.424,0.629,0.734,5.820,5.820,2.099
15,21.000,0.484,0.255,0.325,0.350,0.428,0.651,0.894,2.343,5.703,2.067
20,24.000,0.481,0.285,0.334,0.363,0.415,0.636,0.766,1.130,8.986,2.078
25,17.400,0.450,0.272,0.350,0.399,0.451,0.600,0.759,2.126,2.126,2.223
30,18.200,0.414,0.282,0.334,0.359,0.457,0.611,0.705,0.969,0.969,2.413
35,20.600,0.510,0.298,0.331,0.353,0.383,0.452,0.474,0.784,14.625,1.959
40,17.000,0.403,0.280,0.341,0.368,0.402,0.520,0.626,1.083,1.083,2.483
45,15.000,0.650,0.309,0.385,0.432,0.527,0.796,1.374,9.104,9.104,1.539
50,14.200,0.490,0.352,0.395,0.438,0.513,0.677,0.846,1.184,1.184,2.042
55,12.600,0.672,0.390,0.449,0.545,0.797,1.084,1.434,1.953,1.953,1.489
