Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,10.600,10.420,5.831,7.782,9.028,10.010,12.812,16.549,46.946,46.946,0.096
5,17.800,10.030,5.637,6.358,7.381,13.884,16.518,17.058,21.742,21.742,0.100
10,13.000,10.807,5.590,6.071,6.563,12.491,18.501,25.065,83.689,83.689,0.093
15,11.600,13.377,5.425,8.763,12.971,15.011,20.860,23.783,49.505,49.505,0.075
20,11.800,9.867,5.281,6.829,7.971,12.321,16.900,19.335,27.822,27.822,0.101
25,13.400,10.451,5.442,6.094,7.962,14.831,17.000,17.429,20.560,20.560,0.096
30,13.800,10.001,5.596,6.367,7.653,13.895,17.900,18.875,20.232,20.232,0.100
35,12.200,14.531,5.590,7.111,14.668,16.382,21.190,23.180,57.787,57.787,0.069
40,14.000,11.454,6.120,6.471,13.116,15.173,16.723,17.010,18.737,18.737,0.087
45,13.400,8.678,5.869,6.385,6.686,8.602,15.982,16.934,18.522,18.522,0.115
50,11.200,11.193,5.979,6.650,11.635,15.172,16.237,17.272,19.128,19.128,0.089
55,8.800,11.615,6.094,6.737,10.213,15.952,18.577,19.706,21.370,21.370,0.086
