Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,327.000,3.041,0.402,1.075,2.120,3.633,6.758,8.115,16.089,47.444,0.329
5,437.800,2.274,0.302,0.817,1.671,2.896,5.105,6.223,11.701,17.136,0.440
10,488.800,2.034,0.285,0.751,1.571,2.658,3.878,5.842,8.399,21.263,0.492
15,477.000,2.086,0.312,0.762,1.665,2.766,3.957,5.723,8.011,20.682,0.479
20,558.200,1.784,0.270,0.711,1.448,2.510,3.183,5.303,6.339,13.617,0.561
25,486.000,2.051,0.292,0.740,1.604,2.689,3.846,5.682,8.850,20.797,0.488
30,475.800,2.095,0.281,0.756,1.626,2.737,3.988,5.851,11.243,16.893,0.477
35,490.400,2.031,0.306,0.764,1.548,2.786,3.681,6.011,7.554,16.101,0.492
40,511.600,1.948,0.280,0.761,1.647,2.688,3.421,5.884,6.905,15.320,0.513
45,512.600,1.945,0.269,0.768,1.588,2.726,3.522,5.759,6.727,14.454,0.514
50,437.600,2.277,0.313,0.805,1.680,3.019,4.956,6.319,10.212,17.594,0.439
55,494.000,2.016,0.297,0.789,1.709,2.771,3.451,5.259,6.872,115.440,0.496
