Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,10.600,2.131,1.162,1.465,1.702,2.373,3.569,3.797,9.360,9.360,0.469
5,17.800,1.529,1.101,1.338,1.482,1.635,1.893,2.017,2.307,2.307,0.654
10,16.600,1.776,1.003,1.313,1.467,1.915,2.728,3.235,4.581,4.581,0.563
15,18.600,1.523,1.103,1.351,1.504,1.648,1.815,2.062,2.823,2.823,0.657
20,18.400,1.456,0.962,1.319,1.407,1.540,1.718,1.839,2.536,2.536,0.687
25,18.200,1.652,1.128,1.370,1.488,1.695,2.182,2.840,3.648,3.648,0.605
30,12.600,1.911,1.237,1.483,1.734,2.039,2.598,2.949,6.499,6.499,0.523
35,17.800,1.699,1.204,1.458,1.576,1.845,2.178,2.550,3.665,3.665,0.589
40,11.400,1.784,1.159,1.552,1.711,2.004,2.241,2.884,2.930,2.930,0.560
45,10.400,2.029,1.052,1.465,1.838,2.522,3.116,3.216,3.753,3.753,0.493
50,12.200,2.048,1.191,1.579,1.848,2.181,3.217,3.692,4.873,4.873,0.488
55,11.800,1.918,1.319,1.520,1.828,2.175,2.578,2.772,3.793,3.793,0.521
